"年月","指数类别","组别类别","基数年","指数","权数"
"202503","CCPI","5","Index : October 2019 - September 2020 = 100",112.3,0.01
"202503","CCPI","6","Index : October 2019 - September 2020 = 100",104.1,0.32
"202503","CCPI","7","Index : October 2019 - September 2020 = 100",120.1,0.36
"202503","CCPI","8","Index : October 2019 - September 2020 = 100",104.2,1.48
"202503","CCPI","9","Index : October 2019 - September 2020 = 100",122.7,0.04
"202503","CCPI","10","Index : October 2019 - September 2020 = 100",119.7,0.2
"202503","CCPI","11","Index : October 2019 - September 2020 = 100",100.4,1.22
"202503","CCPI","12","Index : October 2019 - September 2020 = 100",110.3,7.49
"202503","CCPI","99","Index : October 2019 - September 2020 = 100",108.6,100
"202504","CCPI","1","Index : October 2019 - September 2020 = 100",115.8,0.37
"202504","CCPI","2","Index : October 2019 - September 2020 = 100",133.8,0.5
"202504","CCPI","3","Index : October 2019 - September 2020 = 100",110.9,2
"202504","CCPI","4","Index : October 2019 - September 2020 = 100",106.2,0.99
"202504","CCPI","5","Index : October 2019 - September 2020 = 100",108.6,0.01
"202504","CCPI","6","Index : October 2019 - September 2020 = 100",104.5,0.32
"202504","CCPI","7","Index : October 2019 - September 2020 = 100",120.1,0.36
"202504","CCPI","8","Index : October 2019 - September 2020 = 100",104.1,1.48
"202504","CCPI","9","Index : October 2019 - September 2020 = 100",122.7,0.04
"202504","CCPI","10","Index : October 2019 - September 2020 = 100",119.7,0.2
"202504","CCPI","11","Index : October 2019 - September 2020 = 100",111.9,1.22
"202504","CCPI","12","Index : October 2019 - September 2020 = 100",112.4,7.49
"202504","CCPI","99","Index : October 2019 - September 2020 = 100",108.5,100
"202505","CCPI","1","Index : October 2019 - September 2020 = 100",115.9,0.37
"202505","CCPI","2","Index : October 2019 - September 2020 = 100",133.8,0.5
"202505","CCPI","3","Index : October 2019 - September 2020 = 100",111.7,2
"202505","CCPI","4","Index : October 2019 - September 2020 = 100",106.2,0.99
"202505","CCPI","5","Index : October 2019 - September 2020 = 100",119.7,0.01
"202505","CCPI","6","Index : October 2019 - September 2020 = 100",104.9,0.32
"202505","CCPI","7","Index : October 2019 - September 2020 = 100",120,0.36
"202505","CCPI","8","Index : October 2019 - September 2020 = 100",104.2,1.48
"202505","CCPI","9","Index : October 2019 - September 2020 = 100",122.7,0.04
"202505","CCPI","10","Index : October 2019 - September 2020 = 100",119.7,0.2
"202505","CCPI","11","Index : October 2019 - September 2020 = 100",100.5,1.22
"202505","CCPI","12","Index : October 2019 - September 2020 = 100",110.6,7.49
"202505","CCPI","99","Index : October 2019 - September 2020 = 100",108.2,100
"202506","CCPI","1","Index : October 2019 - September 2020 = 100",112.4,0.37
"202506","CCPI","2","Index : October 2019 - September 2020 = 100",136.1,0.5
"202506","CCPI","3","Index : October 2019 - September 2020 = 100",111.3,2
"202506","CCPI","4","Index : October 2019 - September 2020 = 100",106.2,0.99
"202506","CCPI","5","Index : October 2019 - September 2020 = 100",123.8,0.01
"202506","CCPI","6","Index : October 2019 - September 2020 = 100",105.1,0.32
"202506","CCPI","7","Index : October 2019 - September 2020 = 100",119.8,0.36
"202506","CCPI","8","Index : October 2019 - September 2020 = 100",104.2,1.48
"202506","CCPI","9","Index : October 2019 - September 2020 = 100",122.7,0.04
"202506","CCPI","10","Index : October 2019 - September 2020 = 100",119.6,0.2
"202506","CCPI","11","Index : October 2019 - September 2020 = 100",99.8,1.22
"202506","CCPI","12","Index : October 2019 - September 2020 = 100",110.4,7.49
"202506","CCPI","99","Index : October 2019 - September 2020 = 100",108.3,100
"202507","CCPI","1","Index : October 2019 - September 2020 = 100",112.4,0.37
"202507","CCPI","99","Index : October 2019 - September 2020 = 100",108.9,100
"202507","CCPI","12","Index : October 2019 - September 2020 = 100",111.8,7.49
"202507","CCPI","11","Index : October 2019 - September 2020 = 100",108.7,1.22
"202507","CCPI","10","Index : October 2019 - September 2020 = 100",119.6,0.2
"202507","CCPI","9","Index : October 2019 - September 2020 = 100",122.5,0.04
"202507","CCPI","2","Index : October 2019 - September 2020 = 100",139.2,0.5
"202507","CCPI","7","Index : October 2019 - September 2020 = 100",119.8,0.36
"202507","CCPI","6","Index : October 2019 - September 2020 = 100",105.3,0.32
"202507","CCPI","5","Index : October 2019 - September 2020 = 100",107.9,0.01
"202507","CCPI","4","Index : October 2019 - September 2020 = 100",106.1,0.99
"202507","CCPI","3","Index : October 2019 - September 2020 = 100",111.3,2
"202507","CCPI","8","Index : October 2019 - September 2020 = 100",102.9,1.48
"202508","CCPI","1","Index : October 2019 - September 2020 = 100",113.4,0.37
"202508","CCPI","3","Index : October 2019 - September 2020 = 100",111.5,2
"202508","CCPI","4","Index : October 2019 - September 2020 = 100",106.1,0.99
"202508","CCPI","5","Index : October 2019 - September 2020 = 100",123.8,0.01
"202508","CCPI","6","Index : October 2019 - September 2020 = 100",105.4,0.32
"202508","CCPI","7","Index : October 2019 - September 2020 = 100",119.8,0.36
"202508","CCPI","8","Index : October 2019 - September 2020 = 100",104.2,1.48
"202508","CCPI","9","Index : October 2019 - September 2020 = 100",123.7,0.04
"202508","CCPI","10","Index : October 2019 - September 2020 = 100",119.6,0.2
"202508","CCPI","11","Index : October 2019 - September 2020 = 100",114.8,1.22
"202508","CCPI","12","Index : October 2019 - September 2020 = 100",113.5,7.49
"202508","CCPI","2","Index : October 2019 - September 2020 = 100",142,0.5
"202508","CCPI","99","Index : October 2019 - September 2020 = 100",109,100
"202509","CCPI","1","Index : October 2019 - September 2020 = 100",112,0.37
"202509","CCPI","99","Index : October 2019 - September 2020 = 100",109.1,100
"202509","CCPI","12","Index : October 2019 - September 2020 = 100",111.7,7.49
"202509","CCPI","11","Index : October 2019 - September 2020 = 100",103.7,1.22
"202509","CCPI","10","Index : October 2019 - September 2020 = 100",124.3,0.2
"202509","CCPI","9","Index : October 2019 - September 2020 = 100",123.8,0.04
"202509","CCPI","8","Index : October 2019 - September 2020 = 100",104.3,1.48
"202509","CCPI","7","Index : October 2019 - September 2020 = 100",119.8,0.36
"202509","CCPI","6","Index : October 2019 - September 2020 = 100",105.7,0.32
"202509","CCPI","5","Index : October 2019 - September 2020 = 100",123.8,0.01
"202509","CCPI","2","Index : October 2019 - September 2020 = 100",143.6,0.5
"202509","CCPI","3","Index : October 2019 - September 2020 = 100",111.6,2
"202509","CCPI","4","Index : October 2019 - September 2020 = 100",106.2,0.99
"202510","CCPI","6","Index : October 2019 - September 2020 = 100",105.8,0.32
"202510","CCPI","5","Index : October 2019 - September 2020 = 100",115.8,0.01
"202510","CCPI","4","Index : October 2019 - September 2020 = 100",105.9,0.99
"202510","CCPI","3","Index : October 2019 - September 2020 = 100",112.6,2
"202510","CCPI","2","Index : October 2019 - September 2020 = 100",142.9,0.5
"202510","CCPI","1","Index : October 2019 - September 2020 = 100",112.1,0.37
"202510","CCPI","99","Index : October 2019 - September 2020 = 100",109.4,100
"202510","CCPI","8","Index : October 2019 - September 2020 = 100",104.2,1.48
"202510","CCPI","9","Index : October 2019 - September 2020 = 100",123.7,0.04
"202510","CCPI","10","Index : October 2019 - September 2020 = 100",124.3,0.2
"202510","CCPI","11","Index : October 2019 - September 2020 = 100",108.9,1.22
"202510","CCPI","12","Index : October 2019 - September 2020 = 100",112.8,7.49
"202510","CCPI","7","Index : October 2019 - September 2020 = 100",119.9,0.36
"202511","CCPI","6","Index : October 2019 - September 2020 = 100",105.9,0.32
"202511","CCPI","5","Index : October 2019 - September 2020 = 100",123.6,0.01
"202511","CCPI","4","Index : October 2019 - September 2020 = 100",106.1,0.99
"202511","CCPI","3","Index : October 2019 - September 2020 = 100",112.8,2
"202511","CCPI","2","Index : October 2019 - September 2020 = 100",144,0.5
"202511","CCPI","1","Index : October 2019 - September 2020 = 100",112.1,0.37
"202511","CCPI","7","Index : October 2019 - September 2020 = 100",119.9,0.36
"202511","CCPI","99","Index : October 2019 - September 2020 = 100",109.4,100
"202511","CCPI","12","Index : October 2019 - September 2020 = 100",112.6,7.49
"202511","CCPI","11","Index : October 2019 - September 2020 = 100",106.8,1.22
"202511","CCPI","10","Index : October 2019 - September 2020 = 100",124.3,0.2
"202511","CCPI","9","Index : October 2019 - September 2020 = 100",123.9,0.04
"202511","CCPI","8","Index : October 2019 - September 2020 = 100",104.2,1.48
"202512","CCPI","1","Index : October 2019 - September 2020 = 100",112.1,0.37
"202512","CCPI","2","Index : October 2019 - September 2020 = 100",143.8,0.5
"202512","CCPI","3","Index : October 2019 - September 2020 = 100",113.1,2
"202512","CCPI","4","Index : October 2019 - September 2020 = 100",106.2,0.99
"202512","CCPI","5","Index : October 2019 - September 2020 = 100",123.8,0.01
"202512","CCPI","6","Index : October 2019 - September 2020 = 100",106,0.32
"202512","CCPI","99","Index : October 2019 - September 2020 = 100",109.8,100
"202512","CCPI","11","Index : October 2019 - September 2020 = 100",119.7,1.22
"202512","CCPI","10","Index : October 2019 - September 2020 = 100",124.3,0.2
"202512","CCPI","9","Index : October 2019 - September 2020 = 100",123.7,0.04
"202512","CCPI","8","Index : October 2019 - September 2020 = 100",104.2,1.48
"202512","CCPI","7","Index : October 2019 - September 2020 = 100",119.9,0.36
"202512","CCPI","12","Index : October 2019 - September 2020 = 100",115,7.49
"202601","CCPI","1","Index : October 2019 - September 2020 = 100",112.1,0.37
"202601","CCPI","2","Index : October 2019 - September 2020 = 100",143.8,0.5
"202601","CCPI","3","Index : October 2019 - September 2020 = 100",113.3,2
"202601","CCPI","4","Index : October 2019 - September 2020 = 100",106.2,0.99
"202601","CCPI","5","Index : October 2019 - September 2020 = 100",123.8,0.01
"202601","CCPI","6","Index : October 2019 - September 2020 = 100",106,0.32
"202601","CCPI","99","Index : October 2019 - September 2020 = 100",110,100
"202601","CCPI","8","Index : October 2019 - September 2020 = 100",104.3,1.48
"202601","CCPI","9","Index : October 2019 - September 2020 = 100",123.9,0.04
"202601","CCPI","10","Index : October 2019 - September 2020 = 100",124.4,0.2
"202601","CCPI","11","Index : October 2019 - September 2020 = 100",108.6,1.22
"202601","CCPI","12","Index : October 2019 - September 2020 = 100",113,7.49
"202601","CCPI","7","Index : October 2019 - September 2020 = 100",119.9,0.36
