"年月","指数类别","组别类别","基数年","指数","权数"
"201711","CCPI","3","Index : October 2014 - September 2015 = 100",107,1.76
"201711","CCPI","2","Index : October 2014 - September 2015 = 100",102.1,0.55
"201711","CCPI","1","Index : October 2014 - September 2015 = 100",106.9,0.4
"201711","CCPI","7","Index : October 2014 - September 2015 = 100",110.4,0.43
"201711","CCPI","99","Index : October 2014 - September 2015 = 100",105.2,100
"201711","CCPI","12","Index : October 2014 - September 2015 = 100",103.6,7.98
"201711","CCPI","11","Index : October 2014 - September 2015 = 100",98.3,1.48
"201711","CCPI","10","Index : October 2014 - September 2015 = 100",114.5,0.24
"201711","CCPI","9","Index : October 2014 - September 2015 = 100",103.1,0.06
"201711","CCPI","8","Index : October 2014 - September 2015 = 100",104.6,1.46
"201712","CCPI","12","Index : October 2014 - September 2015 = 100",104.2,7.98
"201712","CCPI","11","Index : October 2014 - September 2015 = 100",101.4,1.48
"201712","CCPI","10","Index : October 2014 - September 2015 = 100",114.4,0.24
"201712","CCPI","9","Index : October 2014 - September 2015 = 100",103.6,0.06
"201712","CCPI","8","Index : October 2014 - September 2015 = 100",106,1.46
"201712","CCPI","7","Index : October 2014 - September 2015 = 100",110.4,0.43
"201712","CCPI","99","Index : October 2014 - September 2015 = 100",105.6,100
"201712","CCPI","2","Index : October 2014 - September 2015 = 100",102.6,0.55
"201712","CCPI","3","Index : October 2014 - September 2015 = 100",107.2,1.76
"201712","CCPI","4","Index : October 2014 - September 2015 = 100",98.1,1.18
"201712","CCPI","5","Index : October 2014 - September 2015 = 100",100.3,0.01
"201712","CCPI","6","Index : October 2014 - September 2015 = 100",99.3,0.41
"201712","CCPI","1","Index : October 2014 - September 2015 = 100",107,0.4
"201801","CCPI","1","Index : October 2014 - September 2015 = 100",106.8,0.4
"201801","CCPI","2","Index : October 2014 - September 2015 = 100",103.4,0.55
"201801","CCPI","3","Index : October 2014 - September 2015 = 100",107.4,1.76
"201801","CCPI","4","Index : October 2014 - September 2015 = 100",100.2,1.18
"201801","CCPI","5","Index : October 2014 - September 2015 = 100",100.3,0.01
"201801","CCPI","6","Index : October 2014 - September 2015 = 100",99.4,0.41
"201801","CCPI","7","Index : October 2014 - September 2015 = 100",110.4,0.43
"201801","CCPI","8","Index : October 2014 - September 2015 = 100",107.8,1.46
"201801","CCPI","9","Index : October 2014 - September 2015 = 100",103.6,0.06
"201801","CCPI","10","Index : October 2014 - September 2015 = 100",114.6,0.24
"201801","CCPI","11","Index : October 2014 - September 2015 = 100",99.4,1.48
"201801","CCPI","12","Index : October 2014 - September 2015 = 100",104.5,7.98
"201801","CCPI","99","Index : October 2014 - September 2015 = 100",105.5,100
"201802","CCPI","1","Index : October 2014 - September 2015 = 100",105.7,0.4
"201802","CCPI","2","Index : October 2014 - September 2015 = 100",103.4,0.55
"201802","CCPI","3","Index : October 2014 - September 2015 = 100",107.4,1.76
"201802","CCPI","4","Index : October 2014 - September 2015 = 100",100.2,1.18
"201802","CCPI","5","Index : October 2014 - September 2015 = 100",100.3,0.01
"201802","CCPI","6","Index : October 2014 - September 2015 = 100",99.7,0.41
"201802","CCPI","7","Index : October 2014 - September 2015 = 100",110.4,0.43
"201802","CCPI","8","Index : October 2014 - September 2015 = 100",107.8,1.46
"201802","CCPI","9","Index : October 2014 - September 2015 = 100",103.6,0.06
"201802","CCPI","10","Index : October 2014 - September 2015 = 100",114.8,0.24
"201802","CCPI","11","Index : October 2014 - September 2015 = 100",104.9,1.48
"201802","CCPI","12","Index : October 2014 - September 2015 = 100",105.5,7.98
"201802","CCPI","99","Index : October 2014 - September 2015 = 100",106.9,100
"201803","CCPI","1","Index : October 2014 - September 2015 = 100",107.8,0.4
"201803","CCPI","2","Index : October 2014 - September 2015 = 100",104.3,0.55
"201803","CCPI","3","Index : October 2014 - September 2015 = 100",107.4,1.76
"201803","CCPI","4","Index : October 2014 - September 2015 = 100",100.2,1.18
"201803","CCPI","5","Index : October 2014 - September 2015 = 100",100.3,0.01
"201803","CCPI","6","Index : October 2014 - September 2015 = 100",99.9,0.41
"201803","CCPI","7","Index : October 2014 - September 2015 = 100",110.4,0.43
"201803","CCPI","8","Index : October 2014 - September 2015 = 100",107.8,1.46
"201803","CCPI","9","Index : October 2014 - September 2015 = 100",103.6,0.06
"201803","CCPI","10","Index : October 2014 - September 2015 = 100",116.8,0.24
"201803","CCPI","11","Index : October 2014 - September 2015 = 100",100.1,1.48
"201803","CCPI","12","Index : October 2014 - September 2015 = 100",104.9,7.98
"201803","CCPI","99","Index : October 2014 - September 2015 = 100",106.6,100
"201804","CCPI","1","Index : October 2014 - September 2015 = 100",108.1,0.4
"201804","CCPI","2","Index : October 2014 - September 2015 = 100",105.9,0.55
"201804","CCPI","3","Index : October 2014 - September 2015 = 100",107.8,1.76
"201804","CCPI","4","Index : October 2014 - September 2015 = 100",100.2,1.18
"201804","CCPI","5","Index : October 2014 - September 2015 = 100",100.3,0.01
"201804","CCPI","6","Index : October 2014 - September 2015 = 100",100,0.41
"201804","CCPI","7","Index : October 2014 - September 2015 = 100",110.4,0.43
"201804","CCPI","8","Index : October 2014 - September 2015 = 100",107.8,1.46
"201804","CCPI","9","Index : October 2014 - September 2015 = 100",103.6,0.06
"201804","CCPI","10","Index : October 2014 - September 2015 = 100",116.8,0.24
"201804","CCPI","11","Index : October 2014 - September 2015 = 100",98.5,1.48
"201804","CCPI","12","Index : October 2014 - September 2015 = 100",104.8,7.98
"201804","CCPI","99","Index : October 2014 - September 2015 = 100",106.5,100
"201805","CCPI","1","Index : October 2014 - September 2015 = 100",107.9,0.4
"201805","CCPI","2","Index : October 2014 - September 2015 = 100",107.9,0.55
"201805","CCPI","3","Index : October 2014 - September 2015 = 100",108.4,1.76
"201805","CCPI","4","Index : October 2014 - September 2015 = 100",100.2,1.18
"201805","CCPI","5","Index : October 2014 - September 2015 = 100",100.3,0.01
"201805","CCPI","6","Index : October 2014 - September 2015 = 100",100.3,0.41
"201805","CCPI","7","Index : October 2014 - September 2015 = 100",110.4,0.43
"201805","CCPI","8","Index : October 2014 - September 2015 = 100",107.8,1.46
"201805","CCPI","9","Index : October 2014 - September 2015 = 100",103.6,0.06
"201805","CCPI","10","Index : October 2014 - September 2015 = 100",116.8,0.24
"201805","CCPI","11","Index : October 2014 - September 2015 = 100",98.9,1.48
"201805","CCPI","12","Index : October 2014 - September 2015 = 100",105.2,7.98
"201805","CCPI","99","Index : October 2014 - September 2015 = 100",106.5,100
"201806","CCPI","99","Index : October 2014 - September 2015 = 100",106.8,100
"201806","CCPI","1","Index : October 2014 - September 2015 = 100",108.1,0.4
"201806","CCPI","2","Index : October 2014 - September 2015 = 100",108.4,0.55
"201806","CCPI","3","Index : October 2014 - September 2015 = 100",108.7,1.76
"201806","CCPI","4","Index : October 2014 - September 2015 = 100",100.2,1.18
"201806","CCPI","5","Index : October 2014 - September 2015 = 100",100.3,0.01
"201806","CCPI","6","Index : October 2014 - September 2015 = 100",100.5,0.41
"201806","CCPI","7","Index : October 2014 - September 2015 = 100",110.6,0.43
"201806","CCPI","8","Index : October 2014 - September 2015 = 100",107.9,1.46
"201806","CCPI","9","Index : October 2014 - September 2015 = 100",105.1,0.06
"201806","CCPI","10","Index : October 2014 - September 2015 = 100",116.8,0.24
"201806","CCPI","11","Index : October 2014 - September 2015 = 100",101.4,1.48
"201806","CCPI","12","Index : October 2014 - September 2015 = 100",105.8,7.98
"201807","CCPI","12","Index : October 2014 - September 2015 = 100",106.7,7.98
"201807","CCPI","99","Index : October 2014 - September 2015 = 100",107.2,100
"201807","CCPI","1","Index : October 2014 - September 2015 = 100",108.1,0.4
"201807","CCPI","2","Index : October 2014 - September 2015 = 100",108.2,0.55
"201807","CCPI","3","Index : October 2014 - September 2015 = 100",108.8,1.76
"201807","CCPI","4","Index : October 2014 - September 2015 = 100",100.2,1.18
"201807","CCPI","5","Index : October 2014 - September 2015 = 100",112.5,0.01
"201807","CCPI","6","Index : October 2014 - September 2015 = 100",100.7,0.41
"201807","CCPI","7","Index : October 2014 - September 2015 = 100",110.6,0.43
"201807","CCPI","8","Index : October 2014 - September 2015 = 100",107.4,1.46
"201807","CCPI","9","Index : October 2014 - September 2015 = 100",105.7,0.06
"201807","CCPI","10","Index : October 2014 - September 2015 = 100",116.8,0.24
"201807","CCPI","11","Index : October 2014 - September 2015 = 100",106.6,1.48
"201808","CCPI","1","Index : October 2014 - September 2015 = 100",107.8,0.4
"201808","CCPI","2","Index : October 2014 - September 2015 = 100",108.8,0.55
"201808","CCPI","99","Index : October 2014 - September 2015 = 100",107.2,100
"201808","CCPI","12","Index : October 2014 - September 2015 = 100",105.4,7.98
"201808","CCPI","11","Index : October 2014 - September 2015 = 100",99.1,1.48
"201808","CCPI","10","Index : October 2014 - September 2015 = 100",116.8,0.24
"201808","CCPI","9","Index : October 2014 - September 2015 = 100",105.4,0.06
"201808","CCPI","8","Index : October 2014 - September 2015 = 100",107.4,1.46
"201808","CCPI","7","Index : October 2014 - September 2015 = 100",110.6,0.43
"201808","CCPI","6","Index : October 2014 - September 2015 = 100",100.9,0.41
"201808","CCPI","5","Index : October 2014 - September 2015 = 100",112.9,0.01
"201808","CCPI","4","Index : October 2014 - September 2015 = 100",100.2,1.18
"201808","CCPI","3","Index : October 2014 - September 2015 = 100",109,1.76
"201809","CCPI","1","Index : October 2014 - September 2015 = 100",106.3,0.4
"201809","CCPI","12","Index : October 2014 - September 2015 = 100",105.7,7.98
"201809","CCPI","11","Index : October 2014 - September 2015 = 100",99.8,1.48
"201809","CCPI","10","Index : October 2014 - September 2015 = 100",120.6,0.24
"201809","CCPI","9","Index : October 2014 - September 2015 = 100",105.7,0.06
"201809","CCPI","8","Index : October 2014 - September 2015 = 100",107.5,1.46
"201809","CCPI","99","Index : October 2014 - September 2015 = 100",107.4,100
"201809","CCPI","6","Index : October 2014 - September 2015 = 100",101.1,0.41
"201809","CCPI","5","Index : October 2014 - September 2015 = 100",112.9,0.01
"201809","CCPI","4","Index : October 2014 - September 2015 = 100",100.2,1.18
"201809","CCPI","3","Index : October 2014 - September 2015 = 100",109.1,1.76
"201809","CCPI","2","Index : October 2014 - September 2015 = 100",110.6,0.55
"201809","CCPI","7","Index : October 2014 - September 2015 = 100",110.6,0.43
"201810","CCPI","99","Index : October 2014 - September 2015 = 100",107.7,100
"201810","CCPI","12","Index : October 2014 - September 2015 = 100",105,7.98
"201810","CCPI","11","Index : October 2014 - September 2015 = 100",95.6,1.48
"201810","CCPI","10","Index : October 2014 - September 2015 = 100",120.5,0.24
"201810","CCPI","9","Index : October 2014 - September 2015 = 100",105.7,0.06
"201810","CCPI","8","Index : October 2014 - September 2015 = 100",107.5,1.46
"201810","CCPI","1","Index : October 2014 - September 2015 = 100",106.3,0.4
"201810","CCPI","6","Index : October 2014 - September 2015 = 100",101.3,0.41
"201810","CCPI","5","Index : October 2014 - September 2015 = 100",112.9,0.01
"201810","CCPI","4","Index : October 2014 - September 2015 = 100",100.2,1.18
"201810","CCPI","3","Index : October 2014 - September 2015 = 100",109.2,1.76
"201810","CCPI","2","Index : October 2014 - September 2015 = 100",110.9,0.55
"201810","CCPI","7","Index : October 2014 - September 2015 = 100",110.6,0.43
"201811","CCPI","12","Index : October 2014 - September 2015 = 100",105.2,7.98
"201811","CCPI","99","Index : October 2014 - September 2015 = 100",107.9,100
"201811","CCPI","11","Index : October 2014 - September 2015 = 100",101.1,1.48
"201811","CCPI","10","Index : October 2014 - September 2015 = 100",120.5,0.24
"201811","CCPI","9","Index : October 2014 - September 2015 = 100",105.4,0.06
"201811","CCPI","8","Index : October 2014 - September 2015 = 100",104.6,1.46
"201811","CCPI","7","Index : October 2014 - September 2015 = 100",110.6,0.43
"201811","CCPI","6","Index : October 2014 - September 2015 = 100",101.6,0.41
"201811","CCPI","5","Index : October 2014 - September 2015 = 100",109.2,0.01
"201811","CCPI","4","Index : October 2014 - September 2015 = 100",100.1,1.18
"201811","CCPI","3","Index : October 2014 - September 2015 = 100",109.2,1.76
"201811","CCPI","2","Index : October 2014 - September 2015 = 100",106.2,0.55
"201811","CCPI","1","Index : October 2014 - September 2015 = 100",106.6,0.4
"201812","CCPI","1","Index : October 2014 - September 2015 = 100",106.8,0.4
"201812","CCPI","2","Index : October 2014 - September 2015 = 100",102.7,0.55
"201812","CCPI","3","Index : October 2014 - September 2015 = 100",109.4,1.76
"201812","CCPI","4","Index : October 2014 - September 2015 = 100",100.1,1.18
"201812","CCPI","5","Index : October 2014 - September 2015 = 100",112.9,0.01
"201812","CCPI","6","Index : October 2014 - September 2015 = 100",101.8,0.41
"201812","CCPI","99","Index : October 2014 - September 2015 = 100",108.3,100
"201812","CCPI","8","Index : October 2014 - September 2015 = 100",107.4,1.46
"201812","CCPI","9","Index : October 2014 - September 2015 = 100",105.7,0.06
"201812","CCPI","10","Index : October 2014 - September 2015 = 100",120.6,0.24
"201812","CCPI","11","Index : October 2014 - September 2015 = 100",104,1.48
"201812","CCPI","12","Index : October 2014 - September 2015 = 100",106.1,7.98
"201812","CCPI","7","Index : October 2014 - September 2015 = 100",110.6,0.43
"201901","CCPI","1","Index : October 2014 - September 2015 = 100",107.4,0.4
"201901","CCPI","2","Index : October 2014 - September 2015 = 100",102.9,0.55
"201901","CCPI","3","Index : October 2014 - September 2015 = 100",110,1.76
"201901","CCPI","4","Index : October 2014 - September 2015 = 100",100.9,1.18
"201901","CCPI","5","Index : October 2014 - September 2015 = 100",112.9,0.01
"201901","CCPI","6","Index : October 2014 - September 2015 = 100",101.8,0.41
"201901","CCPI","99","Index : October 2014 - September 2015 = 100",108.1,100
"201901","CCPI","8","Index : October 2014 - September 2015 = 100",110.6,1.46
"201901","CCPI","9","Index : October 2014 - September 2015 = 100",105.7,0.06
"201901","CCPI","10","Index : October 2014 - September 2015 = 100",120.8,0.24
"201901","CCPI","11","Index : October 2014 - September 2015 = 100",104,1.48
"201901","CCPI","12","Index : October 2014 - September 2015 = 100",107,7.98
"201901","CCPI","7","Index : October 2014 - September 2015 = 100",110.6,0.43
"201902","CCPI","99","Index : October 2014 - September 2015 = 100",109.1,100
"201902","CCPI","12","Index : October 2014 - September 2015 = 100",107,7.98
"201902","CCPI","11","Index : October 2014 - September 2015 = 100",101.2,1.48
"201902","CCPI","10","Index : October 2014 - September 2015 = 100",120.8,0.24
"201902","CCPI","9","Index : October 2014 - September 2015 = 100",105.7,0.06
"201902","CCPI","8","Index : October 2014 - September 2015 = 100",110.7,1.46
"201902","CCPI","7","Index : October 2014 - September 2015 = 100",110.6,0.43
"201902","CCPI","6","Index : October 2014 - September 2015 = 100",102.1,0.41
"201902","CCPI","5","Index : October 2014 - September 2015 = 100",112.9,0.01
"201902","CCPI","4","Index : October 2014 - September 2015 = 100",101.9,1.18
"201902","CCPI","3","Index : October 2014 - September 2015 = 100",110.9,1.76
"201902","CCPI","1","Index : October 2014 - September 2015 = 100",107.6,0.4
"201902","CCPI","2","Index : October 2014 - September 2015 = 100",105.2,0.55
"201903","CCPI","1","Index : October 2014 - September 2015 = 100",108.8,0.4
"201903","CCPI","2","Index : October 2014 - September 2015 = 100",108.8,0.55
"201903","CCPI","99","Index : October 2014 - September 2015 = 100",108.8,100
"201903","CCPI","12","Index : October 2014 - September 2015 = 100",107,7.98
"201903","CCPI","11","Index : October 2014 - September 2015 = 100",99.5,1.48
"201903","CCPI","10","Index : October 2014 - September 2015 = 100",121.4,0.24
"201903","CCPI","9","Index : October 2014 - September 2015 = 100",105.7,0.06
"201903","CCPI","8","Index : October 2014 - September 2015 = 100",110.8,1.46
"201903","CCPI","7","Index : October 2014 - September 2015 = 100",110.6,0.43
"201903","CCPI","6","Index : October 2014 - September 2015 = 100",102.2,0.41
"201903","CCPI","5","Index : October 2014 - September 2015 = 100",112.9,0.01
"201903","CCPI","4","Index : October 2014 - September 2015 = 100",101.9,1.18
"201903","CCPI","3","Index : October 2014 - September 2015 = 100",110.9,1.76
"201904","CCPI","12","Index : October 2014 - September 2015 = 100",107.6,7.98
"201904","CCPI","1","Index : October 2014 - September 2015 = 100",109.3,0.4
"201904","CCPI","2","Index : October 2014 - September 2015 = 100",111.5,0.55
"201904","CCPI","3","Index : October 2014 - September 2015 = 100",111.4,1.76
"201904","CCPI","4","Index : October 2014 - September 2015 = 100",101.9,1.18
"201904","CCPI","5","Index : October 2014 - September 2015 = 100",112.9,0.01
"201904","CCPI","99","Index : October 2014 - September 2015 = 100",109.6,100
"201904","CCPI","7","Index : October 2014 - September 2015 = 100",110.6,0.43
"201904","CCPI","8","Index : October 2014 - September 2015 = 100",110.6,1.46
"201904","CCPI","9","Index : October 2014 - September 2015 = 100",105.7,0.06
"201904","CCPI","10","Index : October 2014 - September 2015 = 100",121.3,0.24
"201904","CCPI","11","Index : October 2014 - September 2015 = 100",101.2,1.48
"201904","CCPI","6","Index : October 2014 - September 2015 = 100",102.6,0.41
"201905","CCPI","5","Index : October 2014 - September 2015 = 100",112.9,0.01
"201905","CCPI","6","Index : October 2014 - September 2015 = 100",102.9,0.41
"201905","CCPI","7","Index : October 2014 - September 2015 = 100",110.6,0.43
"201905","CCPI","8","Index : October 2014 - September 2015 = 100",106.9,1.46
"201905","CCPI","9","Index : October 2014 - September 2015 = 100",105.7,0.06
"201905","CCPI","10","Index : October 2014 - September 2015 = 100",121.4,0.24
"201905","CCPI","11","Index : October 2014 - September 2015 = 100",99.2,1.48
"201905","CCPI","12","Index : October 2014 - September 2015 = 100",106.8,7.98
"201905","CCPI","99","Index : October 2014 - September 2015 = 100",109.5,100
"201905","CCPI","1","Index : October 2014 - September 2015 = 100",109.9,0.4
"201905","CCPI","2","Index : October 2014 - September 2015 = 100",111.9,0.55
"201905","CCPI","3","Index : October 2014 - September 2015 = 100",112,1.76
"201905","CCPI","4","Index : October 2014 - September 2015 = 100",101.9,1.18
"201906","CCPI","1","Index : October 2014 - September 2015 = 100",110.4,0.4
"201906","CCPI","2","Index : October 2014 - September 2015 = 100",110.1,0.55
"201906","CCPI","99","Index : October 2014 - September 2015 = 100",110.2,100
"201906","CCPI","12","Index : October 2014 - September 2015 = 100",107.6,7.98
"201906","CCPI","11","Index : October 2014 - September 2015 = 100",99.6,1.48
"201906","CCPI","10","Index : October 2014 - September 2015 = 100",121.2,0.24
"201906","CCPI","9","Index : October 2014 - September 2015 = 100",105.7,0.06
"201906","CCPI","8","Index : October 2014 - September 2015 = 100",110.8,1.46
"201906","CCPI","7","Index : October 2014 - September 2015 = 100",110.8,0.43
"201906","CCPI","6","Index : October 2014 - September 2015 = 100",103.3,0.41
"201906","CCPI","5","Index : October 2014 - September 2015 = 100",112.9,0.01
"201906","CCPI","4","Index : October 2014 - September 2015 = 100",101.9,1.18
"201906","CCPI","3","Index : October 2014 - September 2015 = 100",112.3,1.76
"201907","CCPI","1","Index : October 2014 - September 2015 = 100",110.3,0.4
"201907","CCPI","12","Index : October 2014 - September 2015 = 100",108.7,7.98
"201907","CCPI","11","Index : October 2014 - September 2015 = 100",105.2,1.48
"201907","CCPI","10","Index : October 2014 - September 2015 = 100",121.4,0.24
"201907","CCPI","9","Index : October 2014 - September 2015 = 100",105.7,0.06
"201907","CCPI","8","Index : October 2014 - September 2015 = 100",110.7,1.46
"201907","CCPI","99","Index : October 2014 - September 2015 = 100",110.7,100
"201907","CCPI","6","Index : October 2014 - September 2015 = 100",103.4,0.41
"201907","CCPI","5","Index : October 2014 - September 2015 = 100",112.9,0.01
"201907","CCPI","4","Index : October 2014 - September 2015 = 100",101.9,1.18
"201907","CCPI","3","Index : October 2014 - September 2015 = 100",112.3,1.76
"201907","CCPI","2","Index : October 2014 - September 2015 = 100",111.5,0.55
"201907","CCPI","7","Index : October 2014 - September 2015 = 100",110.8,0.43
"201908","CCPI","99","Index : October 2014 - September 2015 = 100",110.9,100
"201908","CCPI","1","Index : October 2014 - September 2015 = 100",110.6,0.4
"201908","CCPI","2","Index : October 2014 - September 2015 = 100",111.3,0.55
"201908","CCPI","3","Index : October 2014 - September 2015 = 100",112.4,1.76
"201908","CCPI","4","Index : October 2014 - September 2015 = 100",101.9,1.18
"201908","CCPI","5","Index : October 2014 - September 2015 = 100",112.9,0.01
"201908","CCPI","6","Index : October 2014 - September 2015 = 100",103.7,0.41
"201908","CCPI","7","Index : October 2014 - September 2015 = 100",110.8,0.43
"201908","CCPI","8","Index : October 2014 - September 2015 = 100",110.2,1.46
"201908","CCPI","9","Index : October 2014 - September 2015 = 100",105.7,0.06
"201908","CCPI","10","Index : October 2014 - September 2015 = 100",121.3,0.24
"201908","CCPI","11","Index : October 2014 - September 2015 = 100",104.2,1.48
"201908","CCPI","12","Index : October 2014 - September 2015 = 100",108.5,7.98
"201909","CCPI","12","Index : October 2014 - September 2015 = 100",107.9,7.98
"201909","CCPI","11","Index : October 2014 - September 2015 = 100",100,1.48
"201909","CCPI","99","Index : October 2014 - September 2015 = 100",110.9,100
"201909","CCPI","1","Index : October 2014 - September 2015 = 100",108.8,0.4
"201909","CCPI","2","Index : October 2014 - September 2015 = 100",112.6,0.55
"201909","CCPI","3","Index : October 2014 - September 2015 = 100",112.5,1.76
"201909","CCPI","4","Index : October 2014 - September 2015 = 100",101.9,1.18
"201909","CCPI","5","Index : October 2014 - September 2015 = 100",112.9,0.01
"201909","CCPI","6","Index : October 2014 - September 2015 = 100",103.9,0.41
"201909","CCPI","7","Index : October 2014 - September 2015 = 100",110.8,0.43
"201909","CCPI","8","Index : October 2014 - September 2015 = 100",110.7,1.46
"201909","CCPI","9","Index : October 2014 - September 2015 = 100",105.7,0.06
"201909","CCPI","10","Index : October 2014 - September 2015 = 100",124.1,0.24
"201910","CCPI","12","Index : October 2014 - September 2015 = 100",107.2,7.98
"201910","CCPI","1","Index : October 2014 - September 2015 = 100",109.1,0.4
"201910","CCPI","2","Index : October 2014 - September 2015 = 100",114.7,0.55
"201910","CCPI","3","Index : October 2014 - September 2015 = 100",112.6,1.76
"201910","CCPI","4","Index : October 2014 - September 2015 = 100",101.9,1.18
"201910","CCPI","5","Index : October 2014 - September 2015 = 100",112.9,0.01
"201910","CCPI","99","Index : October 2014 - September 2015 = 100",111,100
"201910","CCPI","7","Index : October 2014 - September 2015 = 100",110.8,0.43
"201910","CCPI","8","Index : October 2014 - September 2015 = 100",110.1,1.46
"201910","CCPI","9","Index : October 2014 - September 2015 = 100",105.7,0.06
"201910","CCPI","10","Index : October 2014 - September 2015 = 100",123.9,0.24
"201910","CCPI","11","Index : October 2014 - September 2015 = 100",95.8,1.48
"201910","CCPI","6","Index : October 2014 - September 2015 = 100",103.9,0.41
"201911","CCPI","12","Index : October 2019 - September 2020 = 100",100.7,6.17
"201911","CCPI","11","Index : October 2019 - September 2020 = 100",98.3,0.53
"201911","CCPI","10","Index : October 2019 - September 2020 = 100",99.3,0.21
"201911","CCPI","9","Index : October 2019 - September 2020 = 100",100.2,0.03
"201911","CCPI","8","Index : October 2019 - September 2020 = 100",104.3,1.12
"201911","CCPI","7","Index : October 2019 - September 2020 = 100",100,0.34
"201911","CCPI","6","Index : October 2019 - September 2020 = 100",100,0.32
"201911","CCPI","5","Index : October 2019 - September 2020 = 100",97,0.01
"201911","CCPI","4","Index : October 2019 - September 2020 = 100",100,0.89
"201911","CCPI","3","Index : October 2019 - September 2020 = 100",99.7,1.8
"201911","CCPI","2","Index : October 2019 - September 2020 = 100",103.3,0.56
"201911","CCPI","1","Index : October 2019 - September 2020 = 100",97.5,0.36
"201911","CCPI","99","Index : October 2019 - September 2020 = 100",100.7,100
"201912","CCPI","12","Index : October 2019 - September 2020 = 100",101,6.17
"201912","CCPI","11","Index : October 2019 - September 2020 = 100",101.6,0.53
"201912","CCPI","10","Index : October 2019 - September 2020 = 100",99.3,0.21
"201912","CCPI","9","Index : October 2019 - September 2020 = 100",100.4,0.03
"201912","CCPI","8","Index : October 2019 - September 2020 = 100",104.2,1.12
"201912","CCPI","7","Index : October 2019 - September 2020 = 100",100,0.34
"201912","CCPI","99","Index : October 2019 - September 2020 = 100",100.7,100
"201912","CCPI","5","Index : October 2019 - September 2020 = 100",100.3,0.01
"201912","CCPI","4","Index : October 2019 - September 2020 = 100",100,0.89
"201912","CCPI","3","Index : October 2019 - September 2020 = 100",99.6,1.8
"201912","CCPI","2","Index : October 2019 - September 2020 = 100",103.3,0.56
"201912","CCPI","1","Index : October 2019 - September 2020 = 100",98.4,0.36
"201912","CCPI","6","Index : October 2019 - September 2020 = 100",100.1,0.32
"202001","CCPI","1","Index : October 2019 - September 2020 = 100",98.4,0.36
"202001","CCPI","2","Index : October 2019 - September 2020 = 100",103.5,0.56
"202001","CCPI","3","Index : October 2019 - September 2020 = 100",99.6,1.8
"202001","CCPI","4","Index : October 2019 - September 2020 = 100",100,0.89
"202001","CCPI","5","Index : October 2019 - September 2020 = 100",100.3,0.01
"202001","CCPI","6","Index : October 2019 - September 2020 = 100",99.9,0.32
"202001","CCPI","7","Index : October 2019 - September 2020 = 100",100,0.34
"202001","CCPI","8","Index : October 2019 - September 2020 = 100",104.2,1.12
"202001","CCPI","9","Index : October 2019 - September 2020 = 100",100.5,0.03
"202001","CCPI","10","Index : October 2019 - September 2020 = 100",99.3,0.21
"202001","CCPI","11","Index : October 2019 - September 2020 = 100",107.1,0.53
"202001","CCPI","12","Index : October 2019 - September 2020 = 100",101.5,6.17
"202001","CCPI","99","Index : October 2019 - September 2020 = 100",98.5,100
"202002","CCPI","12","Index : October 2019 - September 2020 = 100",100.9,6.17
"202002","CCPI","99","Index : October 2019 - September 2020 = 100",101,100
"202002","CCPI","1","Index : October 2019 - September 2020 = 100",98.3,0.36
"202002","CCPI","2","Index : October 2019 - September 2020 = 100",101.7,0.56
"202002","CCPI","3","Index : October 2019 - September 2020 = 100",99.9,1.8
"202002","CCPI","4","Index : October 2019 - September 2020 = 100",100,0.89
"202002","CCPI","5","Index : October 2019 - September 2020 = 100",100.3,0.01
"202002","CCPI","6","Index : October 2019 - September 2020 = 100",100,0.32
"202002","CCPI","7","Index : October 2019 - September 2020 = 100",100,0.34
"202002","CCPI","8","Index : October 2019 - September 2020 = 100",104.2,1.12
"202002","CCPI","9","Index : October 2019 - September 2020 = 100",100.6,0.03
"202002","CCPI","10","Index : October 2019 - September 2020 = 100",99.4,0.21
"202002","CCPI","11","Index : October 2019 - September 2020 = 100",100.9,0.53
"202003","CCPI","1","Index : October 2019 - September 2020 = 100",101.2,0.36
"202003","CCPI","2","Index : October 2019 - September 2020 = 100",99.1,0.56
"202003","CCPI","3","Index : October 2019 - September 2020 = 100",99.9,1.8
"202003","CCPI","4","Index : October 2019 - September 2020 = 100",100,0.89
"202003","CCPI","5","Index : October 2019 - September 2020 = 100",100.3,0.01
"202003","CCPI","6","Index : October 2019 - September 2020 = 100",99.9,0.32
"202003","CCPI","7","Index : October 2019 - September 2020 = 100",100,0.34
"202003","CCPI","8","Index : October 2019 - September 2020 = 100",104.1,1.12
"202003","CCPI","9","Index : October 2019 - September 2020 = 100",100.6,0.03
"202003","CCPI","10","Index : October 2019 - September 2020 = 100",100.1,0.21
"202003","CCPI","11","Index : October 2019 - September 2020 = 100",101.3,0.53
"202003","CCPI","12","Index : October 2019 - September 2020 = 100",100.8,6.17
"202003","CCPI","99","Index : October 2019 - September 2020 = 100",100.9,100
"202004","CCPI","1","Index : October 2019 - September 2020 = 100",101.2,0.36
"202004","CCPI","2","Index : October 2019 - September 2020 = 100",95.4,0.56
"202004","CCPI","3","Index : October 2019 - September 2020 = 100",100,1.8
"202004","CCPI","4","Index : October 2019 - September 2020 = 100",100,0.89
"202004","CCPI","5","Index : October 2019 - September 2020 = 100",100.3,0.01
"202004","CCPI","6","Index : October 2019 - September 2020 = 100",100,0.32
"202004","CCPI","7","Index : October 2019 - September 2020 = 100",100,0.34
