货品分类1,货品分类2,货品分类3,货品编号,品牌,货品名称,超市代号,价格,优惠
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,蚝油,P000000071,李锦记,旧装特级蚝油 255克,PARKNSHOP,25.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,蚝油,P000000071,李锦记,旧装特级蚝油 255克,JASONS,24.90,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,蚝油,P000000071,李锦记,旧装特级蚝油 255克,AEON,24.90,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,蚝油,P000000813,李锦记,旧装特级蚝油 510克,WELLCOME,40.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,蚝油,P000000813,李锦记,旧装特级蚝油 510克,PARKNSHOP,40.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,蚝油,P000000813,李锦记,旧装特级蚝油 510克,JASONS,40.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,蚝油,P000000813,李锦记,旧装特级蚝油 510克,AEON,39.90,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,蚝油,P000001710,李锦记,素食蚝油 510克,WELLCOME,25.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,蚝油,P000001710,李锦记,素食蚝油 510克,PARKNSHOP,25.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,蚝油,P000001710,李锦记,素食蚝油 510克,JASONS,25.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,蚝油,P000002475,同珍,发财蚝油 735克,WELLCOME,17.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,蚝油,P000002475,同珍,发财蚝油 735克,PARKNSHOP,17.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,蚝油,P000002475,同珍,发财蚝油 735克,JASONS,17.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,豆豉酱 / 面豉酱,P000000720,淘大,蒜蓉豆豉酱 235克,WELLCOME,26.00,$32任拣2件
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,豆豉酱 / 面豉酱,P000000720,淘大,蒜蓉豆豉酱 235克,PARKNSHOP,19.00,买2件悭$6.00
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,豆豉酱 / 面豉酱,P000000720,淘大,蒜蓉豆豉酱 235克,JASONS,26.00,$32任拣2件
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,豆豉酱 / 面豉酱,P000000723,淘大,酸梅面豉酱 225克,PARKNSHOP,19.00,买2件悭$14.00
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,豆豉酱 / 面豉酱,P000000708,李锦记,蒜蓉豆豉酱 226克,WELLCOME,18.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,豆豉酱 / 面豉酱,P000000708,李锦记,蒜蓉豆豉酱 226克,PARKNSHOP,18.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,豆豉酱 / 面豉酱,P000000708,李锦记,蒜蓉豆豉酱 226克,JASONS,18.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,豆豉酱 / 面豉酱,P000000708,李锦记,蒜蓉豆豉酱 226克,AEON,17.90,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,XO酱,P000002574,淘大,鲍鱼XO酱 (特辣) 80克,PARKNSHOP,39.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,XO酱,P000002573,淘大,鲍鱼XO酱 (原味) 80克,PARKNSHOP,39.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,XO酱,P000002573,淘大,鲍鱼XO酱 (原味) 80克,AEON,40.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,XO酱,P000002710,李锦记,海皇XO酱 80克,WELLCOME,26.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,XO酱,P000002710,李锦记,海皇XO酱 80克,PARKNSHOP,26.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,XO酱,P000002710,李锦记,海皇XO酱 80克,JASONS,26.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,XO酱,P000002710,李锦记,海皇XO酱 80克,AEON,27.90,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,XO酱,P000002572,李锦记,XO酱 (特辣) 80克,PARKNSHOP,56.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,XO酱,P000002572,李锦记,XO酱 (特辣) 80克,AEON,56.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,XO酱,P000002571,李锦记,XO酱 (原味) 80克,PARKNSHOP,56.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,XO酱,P000002571,李锦记,XO酱 (原味) 80克,AEON,56.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,XO酱,P000002602,李锦记,XO酱 (原味) 220克,WELLCOME,115.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,XO酱,P000002602,李锦记,XO酱 (原味) 220克,PARKNSHOP,109.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,XO酱,P000002602,李锦记,XO酱 (原味) 220克,JASONS,115.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,XO酱,P000002602,李锦记,XO酱 (原味) 220克,AEON,109.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,辣椒酱 / 辣椒油 / 辣豆瓣酱,P000002569,淘大,桂林辣椒酱 215克,PARKNSHOP,19.00,买2件悭$14.00
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,辣椒酱 / 辣椒油 / 辣豆瓣酱,P000002608,淘大,泰式甜辣酱 185克,WELLCOME,11.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,辣椒酱 / 辣椒油 / 辣豆瓣酱,P000002608,淘大,泰式甜辣酱 185克,PARKNSHOP,11.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,辣椒酱 / 辣椒油 / 辣豆瓣酱,P000002608,淘大,泰式甜辣酱 185克,JASONS,11.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,辣椒酱 / 辣椒油 / 辣豆瓣酱,P000004653,金御膳,是拉差辣椒酱 500克,PARKNSHOP,19.90,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,辣椒酱 / 辣椒油 / 辣豆瓣酱,P000002607,冠益华记,辣椒酱 114克,PARKNSHOP,21.90,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,辣椒酱 / 辣椒油 / 辣豆瓣酱,P000000715,李锦记,辣豆瓣酱 240克,WELLCOME,16.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,辣椒酱 / 辣椒油 / 辣豆瓣酱,P000000715,李锦记,辣豆瓣酱 240克,PARKNSHOP,16.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,辣椒酱 / 辣椒油 / 辣豆瓣酱,P000000715,李锦记,辣豆瓣酱 240克,JASONS,16.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,辣椒酱 / 辣椒油 / 辣豆瓣酱,P000000717,李锦记,蒜蓉辣椒酱 226克,WELLCOME,19.00,$30任拣2件
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,辣椒酱 / 辣椒油 / 辣豆瓣酱,P000000717,李锦记,蒜蓉辣椒酱 226克,PARKNSHOP,16.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,辣椒酱 / 辣椒油 / 辣豆瓣酱,P000000717,李锦记,蒜蓉辣椒酱 226克,JASONS,19.00,$30任拣2件
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,辣椒酱 / 辣椒油 / 辣豆瓣酱,P000000717,李锦记,蒜蓉辣椒酱 226克,AEON,17.90,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,辣椒酱 / 辣椒油 / 辣豆瓣酱,P000000716,李锦记,潮州辣椒油 205克,WELLCOME,19.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,辣椒酱 / 辣椒油 / 辣豆瓣酱,P000000716,李锦记,潮州辣椒油 205克,PARKNSHOP,19.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,辣椒酱 / 辣椒油 / 辣豆瓣酱,P000000716,李锦记,潮州辣椒油 205克,JASONS,19.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,辣椒酱 / 辣椒油 / 辣豆瓣酱,P000000716,李锦记,潮州辣椒油 205克,AEON,18.90,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,辣椒酱 / 辣椒油 / 辣豆瓣酱,P000002570,美极,香蒜辣椒酱 305克,PARKNSHOP,17.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,辣椒酱 / 辣椒油 / 辣豆瓣酱,P000001098,辣椒仔,辣椒汁 60毫升,WELLCOME,20.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,辣椒酱 / 辣椒油 / 辣豆瓣酱,P000001098,辣椒仔,辣椒汁 60毫升,PARKNSHOP,20.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,辣椒酱 / 辣椒油 / 辣豆瓣酱,P000001098,辣椒仔,辣椒汁 60毫升,JASONS,20.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,辣椒酱 / 辣椒油 / 辣豆瓣酱,P000001098,辣椒仔,辣椒汁 60毫升,AEON,21.90,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,辣椒酱 / 辣椒油 / 辣豆瓣酱,P000001701,同珍,豆瓣酱 227克,WELLCOME,17.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,辣椒酱 / 辣椒油 / 辣豆瓣酱,P000001701,同珍,豆瓣酱 227克,PARKNSHOP,17.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,辣椒酱 / 辣椒油 / 辣豆瓣酱,P000001701,同珍,豆瓣酱 227克,JASONS,17.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,沙爹酱,P000000719,淘大,沙爹酱 205克,WELLCOME,19.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,沙爹酱,P000000719,淘大,沙爹酱 205克,PARKNSHOP,19.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,沙爹酱,P000000719,淘大,沙爹酱 205克,JASONS,19.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,沙爹酱,P000000719,淘大,沙爹酱 205克,AEON,18.90,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,沙爹酱,P000000714,李锦记,沙爹酱 220克,WELLCOME,20.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,沙爹酱,P000000714,李锦记,沙爹酱 220克,PARKNSHOP,20.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,沙爹酱,P000000714,李锦记,沙爹酱 220克,JASONS,20.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,沙爹酱,P000000714,李锦记,沙爹酱 220克,AEON,20.90,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,咖喱酱 / 葡汁,P000000713,李锦记,葡汁 (椰味咖喱汁) 235克,WELLCOME,18.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,咖喱酱 / 葡汁,P000000713,李锦记,葡汁 (椰味咖喱汁) 235克,PARKNSHOP,18.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,咖喱酱 / 葡汁,P000000713,李锦记,葡汁 (椰味咖喱汁) 235克,JASONS,18.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,咖喱酱 / 葡汁,P000000713,李锦记,葡汁 (椰味咖喱汁) 235克,AEON,17.90,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,咖喱酱 / 葡汁,P000000710,李锦记,咖喱酱 235克,WELLCOME,18.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,咖喱酱 / 葡汁,P000000710,李锦记,咖喱酱 235克,PARKNSHOP,18.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,咖喱酱 / 葡汁,P000000710,李锦记,咖喱酱 235克,JASONS,18.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,咖喱酱 / 葡汁,P000000710,李锦记,咖喱酱 235克,AEON,17.90,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,椰浆,P000001401,佳乐,纯正椰浆 200毫升,WELLCOME,13.50,$25任拣2件
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,椰浆,P000001401,佳乐,纯正椰浆 200毫升,PARKNSHOP,13.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,椰浆,P000001401,佳乐,纯正椰浆 200毫升,JASONS,13.50,$25任拣2件
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,椰浆,P000001401,佳乐,纯正椰浆 200毫升,AEON,12.50,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,椰浆,P000000783,快达牌,椰浆 165毫升,WELLCOME,12.50,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,椰浆,P000000783,快达牌,椰浆 165毫升,PARKNSHOP,13.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,椰浆,P000000783,快达牌,椰浆 165毫升,JASONS,12.50,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,椰浆,P000000783,快达牌,椰浆 165毫升,AEON,8.90,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,椰浆,P000001402,快达牌,椰浆 400毫升,WELLCOME,21.50,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,椰浆,P000001402,快达牌,椰浆 400毫升,PARKNSHOP,22.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,椰浆,P000001402,快达牌,椰浆 400毫升,JASONS,21.50,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,椰浆,P000001402,快达牌,椰浆 400毫升,AEON,16.90,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,椰浆,P000004741,佳之选,椰浆 160毫升,PARKNSHOP,12.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,椰浆,P000004742,佳之选,椰浆 400毫升,PARKNSHOP,16.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,茄汁 / 蕃茄酱,P000000044,地扪,茄汁 300克,WELLCOME,12.90,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,茄汁 / 蕃茄酱,P000000044,地扪,茄汁 300克,PARKNSHOP,12.50,买2件悭$9.10
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,茄汁 / 蕃茄酱,P000000044,地扪,茄汁 300克,JASONS,12.90,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,茄汁 / 蕃茄酱,P000000044,地扪,茄汁 300克,AEON,8.50,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,茄汁 / 蕃茄酱,P000002560,亨氏,茄汁 - 倒立唧唧装 (20安士) 567克,WELLCOME,30.50,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,茄汁 / 蕃茄酱,P000002560,亨氏,茄汁 - 倒立唧唧装 (20安士) 567克,PARKNSHOP,31.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,茄汁 / 蕃茄酱,P000002560,亨氏,茄汁 - 倒立唧唧装 (20安士) 567克,JASONS,30.50,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,茄汁 / 蕃茄酱,P000002559,亨氏,茄汁 300克,WELLCOME,6.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,茄汁 / 蕃茄酱,P000002559,亨氏,茄汁 300克,JASONS,6.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,茄汁 / 蕃茄酱,P000002559,亨氏,茄汁 300克,AEON,11.90,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,茄汁 / 蕃茄酱,P000004025,佳之选,蕃茄酱 780克,PARKNSHOP,21.90,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,意粉酱,P000003522,百得阿姨,意式肉酱意粉酱 400克,WELLCOME,35.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,意粉酱,P000003522,百得阿姨,意式肉酱意粉酱 400克,PARKNSHOP,35.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,意粉酱,P000003522,百得阿姨,意式肉酱意粉酱 400克,JASONS,35.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,意粉酱,P000003503,金宝,卡邦尼蘑菇意粉酱 295克 10.4安士,WELLCOME,20.00,$44任拣4件
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,意粉酱,P000003503,金宝,卡邦尼蘑菇意粉酱 295克 10.4安士,PARKNSHOP,17.00,买3件悭$11.00
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,意粉酱,P000003503,金宝,卡邦尼蘑菇意粉酱 295克 10.4安士,JASONS,20.00,$44任拣4件
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,意粉酱,P000003503,金宝,卡邦尼蘑菇意粉酱 295克 10.4安士,AEON,16.90,买3件$39.90
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,意粉酱,P000003503,金宝,卡邦尼蘑菇意粉酱 295克 10.4安士,DCHFOOD,15.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,意粉酱,P000004095,加利奥,肉酱 420克,PARKNSHOP,46.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,意粉酱,P000004094,加利奥,拿波里酱 420克,PARKNSHOP,46.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,意粉酱,P000003494,Classico,四式芝士意粉酱 24安士 680克,WELLCOME,48.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,意粉酱,P000003494,Classico,四式芝士意粉酱 24安士 680克,PARKNSHOP,46.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,意粉酱,P000003494,Classico,四式芝士意粉酱 24安士 680克,JASONS,48.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,意粉酱,P000003236,多味好,蕃茄洋葱香蒜意粉酱 500克,WELLCOME,37.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,意粉酱,P000003236,多味好,蕃茄洋葱香蒜意粉酱 500克,PARKNSHOP,37.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,意粉酱,P000003236,多味好,蕃茄洋葱香蒜意粉酱 500克,JASONS,37.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,意粉酱,P000004313,Meadows,蕃茄罗勒意粉酱 670克,WELLCOME,28.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,意粉酱,P000004313,Meadows,蕃茄罗勒意粉酱 670克,JASONS,28.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,意粉酱,P000004329,Meadows,素肉意粉酱 340克,WELLCOME,24.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,意粉酱,P000004329,Meadows,素肉意粉酱 340克,JASONS,24.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,意粉酱,P000004322,Meadows,素肉意粉酱 670克,WELLCOME,28.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,意粉酱,P000004322,Meadows,素肉意粉酱 670克,JASONS,28.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,意粉酱,P000003896,Meadows,蕃茄蘑菇意粉酱 340克,WELLCOME,24.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,意粉酱,P000003896,Meadows,蕃茄蘑菇意粉酱 340克,JASONS,24.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,意粉酱,P000003895,Meadows,蕃茄蘑菇意粉酱 670克,WELLCOME,28.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,意粉酱,P000003895,Meadows,蕃茄蘑菇意粉酱 670克,JASONS,28.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,意粉酱,P000003897,Meadows,传统意粉酱 340克,WELLCOME,24.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,意粉酱,P000003897,Meadows,传统意粉酱 340克,JASONS,24.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,意粉酱,P000003899,Meadows,传统意粉酱 670克,WELLCOME,28.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,意粉酱,P000003899,Meadows,传统意粉酱 670克,JASONS,28.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,意粉酱,P000004321,Meadows,香草酱 190克,WELLCOME,27.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,意粉酱,P000004321,Meadows,香草酱 190克,JASONS,27.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,意粉酱,P000003898,Meadows,蕃茄洋葱蒜香意粉酱 670克,WELLCOME,28.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,意粉酱,P000003898,Meadows,蕃茄洋葱蒜香意粉酱 670克,JASONS,28.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,沙律酱 / 奇妙酱 / 蛋黄酱,P000003157,顶好牌,沙律酱 250毫升,WELLCOME,17.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,沙律酱 / 奇妙酱 / 蛋黄酱,P000003157,顶好牌,沙律酱 250毫升,PARKNSHOP,22.00,买2件悭$10.00
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,沙律酱 / 奇妙酱 / 蛋黄酱,P000003157,顶好牌,沙律酱 250毫升,JASONS,17.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,沙律酱 / 奇妙酱 / 蛋黄酱,P000003157,顶好牌,沙律酱 250毫升,AEON,19.90,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,沙律酱 / 奇妙酱 / 蛋黄酱,P000003159,亨氏,沙律酱 285克,WELLCOME,42.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,沙律酱 / 奇妙酱 / 蛋黄酱,P000003159,亨氏,沙律酱 285克,JASONS,42.00,
粉面 / 煮食用料 / 冷冻加工食品,调味 / 煮食用料,沙律酱 / 奇妙酱 / 蛋黄酱,P000003158,丘比,沙律酱 300克,WELLCOME,26.00,$50任拣2件
