年月,管制站,入境 / 出境,香港居民,内地访客,其他访客,总计
2022-08,港澳客轮码头,出境,0,0,0,0
2022-08,港珠澳大桥,入境,8003,774,1134,9911
2022-08,港珠澳大桥,出境,7751,4370,515,12636
2022-08,红磡,入境,0,0,0,0
2022-08,红磡,出境,0,0,0,0
2022-08,罗湖,入境,0,0,0,0
2022-08,罗湖,出境,0,0,0,0
2022-08,落马洲,入境,0,0,0,0
2022-08,落马洲,出境,0,0,0,0
2022-08,落马洲支线,入境,0,0,0,0
2022-08,落马洲支线,出境,0,0,0,0
2022-08,香园围,入境,0,0,0,0
2022-08,香园围,出境,0,0,0,0
2022-08,高铁西九龙,入境,0,0,0,0
2022-08,高铁西九龙,出境,0,0,0,0
2022-09,中国客运码头,入境,0,0,0,0
2022-09,中国客运码头,出境,0,0,0,0
2022-09,启德邮轮码头,入境,0,0,0,0
2022-09,启德邮轮码头,出境,0,0,0,0
2022-09,文锦渡,入境,0,0,0,0
2022-09,文锦渡,出境,0,0,0,0
2022-09,机场,入境,102753,41005,12446,156204
2022-09,机场,出境,123701,36342,11106,171149
2022-09,沙头角,入境,0,0,0,0
2022-09,沙头角,出境,0,0,0,0
2022-09,深圳湾,入境,49616,8466,752,58834
2022-09,深圳湾,出境,33315,12031,981,46327
2022-09,港口管制,入境,0,0,0,0
2022-09,港口管制,出境,0,0,0,0
2022-09,港澳客轮码头,入境,0,0,0,0
2022-09,港澳客轮码头,出境,0,0,0,0
2022-09,港珠澳大桥,入境,6713,1520,1210,9443
2022-09,港珠澳大桥,出境,5829,5324,637,11790
2022-09,红磡,入境,0,0,0,0
2022-09,红磡,出境,0,0,0,0
2022-09,罗湖,入境,0,0,0,0
2022-09,罗湖,出境,0,0,0,0
2022-09,落马洲,入境,0,0,0,0
2022-09,落马洲,出境,0,0,0,0
2022-09,落马洲支线,入境,0,0,0,0
2022-09,落马洲支线,出境,0,0,0,0
2022-09,香园围,入境,0,0,0,0
2022-09,香园围,出境,0,0,0,0
2022-09,高铁西九龙,入境,0,0,0,0
2022-09,高铁西九龙,出境,0,0,0,0
2022-10,中国客运码头,入境,0,0,0,0
2022-10,中国客运码头,出境,0,0,0,0
2022-10,启德邮轮码头,入境,0,0,0,0
2022-10,启德邮轮码头,出境,0,0,0,0
2022-10,文锦渡,入境,0,0,0,0
2022-10,文锦渡,出境,0,0,0,0
2022-10,机场,入境,192293,38339,29994,260626
2022-10,机场,出境,212652,32565,25221,270438
2022-10,沙头角,入境,0,0,0,0
2022-10,沙头角,出境,0,0,0,0
2022-10,深圳湾,入境,41948,8019,765,50732
2022-10,深圳湾,出境,27899,8420,845,37164
2022-10,港口管制,入境,0,0,0,0
2022-10,港口管制,出境,0,0,0,0
2022-10,港澳客轮码头,入境,0,0,0,0
2022-10,港澳客轮码头,出境,0,0,0,0
2022-10,港珠澳大桥,入境,5407,869,1301,7577
2022-10,港珠澳大桥,出境,6448,4704,760,11912
2022-10,红磡,入境,0,0,0,0
2022-10,红磡,出境,0,0,0,0
2022-10,罗湖,入境,0,0,0,0
2022-10,罗湖,出境,0,0,0,0
2022-10,落马洲,入境,0,0,0,0
2022-10,落马洲,出境,0,0,0,0
2022-10,落马洲支线,入境,0,0,0,0
2022-10,落马洲支线,出境,0,0,0,0
2022-10,香园围,入境,0,0,0,0
2022-10,香园围,出境,0,0,0,0
2022-10,高铁西九龙,入境,0,0,0,0
2022-10,高铁西九龙,出境,0,0,0,0
2022-11,中国客运码头,入境,0,0,0,0
2022-11,中国客运码头,出境,0,0,0,0
2022-11,启德邮轮码头,入境,0,0,0,0
2022-11,启德邮轮码头,出境,0,0,0,0
2022-11,文锦渡,入境,0,0,0,0
2022-11,文锦渡,出境,0,0,0,0
2022-11,机场,入境,305157,48415,51545,405117
2022-11,机场,出境,308506,42562,47375,398443
2022-11,沙头角,入境,0,0,0,0
2022-11,沙头角,出境,0,0,0,0
2022-11,深圳湾,入境,38797,8057,1220,48074
2022-11,深圳湾,出境,26476,7370,785,34631
2022-11,港口管制,入境,0,0,0,0
2022-11,港口管制,出境,0,0,0,0
2022-11,港澳客轮码头,入境,0,0,0,0
2022-11,港澳客轮码头,出境,0,0,0,0
2022-11,港珠澳大桥,入境,5092,1177,1460,7729
2022-11,港珠澳大桥,出境,5896,3659,954,10509
2022-11,红磡,入境,0,0,0,0
2022-11,红磡,出境,0,0,0,0
2022-11,罗湖,入境,0,0,0,0
2022-11,罗湖,出境,0,0,0,0
2022-11,落马洲,入境,0,0,0,0
2022-11,落马洲,出境,0,0,0,0
2022-11,落马洲支线,入境,0,0,0,0
2022-11,落马洲支线,出境,0,0,0,0
2022-11,香园围,入境,0,0,0,0
2022-11,香园围,出境,0,0,0,0
2022-11,高铁西九龙,入境,0,0,0,0
2022-11,高铁西九龙,出境,0,0,0,0
2022-12,中国客运码头,入境,0,0,0,0
2022-12,中国客运码头,出境,0,0,0,0
2022-12,启德邮轮码头,入境,0,0,0,0
2022-12,启德邮轮码头,出境,0,0,0,0
2022-12,文锦渡,入境,0,0,0,0
2022-12,文锦渡,出境,0,0,0,0
2022-12,机场,入境,447483,55497,84537,587517
2022-12,机场,出境,554400,52268,73107,679775
2022-12,沙头角,入境,0,0,0,0
2022-12,沙头角,出境,0,0,0,0
2022-12,深圳湾,入境,43182,9062,2639,54883
2022-12,深圳湾,出境,43386,11632,915,55933
2022-12,港口管制,入境,0,0,0,0
2022-12,港口管制,出境,0,0,0,0
2022-12,港澳客轮码头,入境,0,0,0,0
2022-12,港澳客轮码头,出境,0,0,0,0
2022-12,港珠澳大桥,入境,13214,1747,5154,20115
2022-12,港珠澳大桥,出境,17911,3874,2728,24513
2022-12,红磡,入境,0,0,0,0
2022-12,红磡,出境,0,0,0,0
2022-12,罗湖,入境,0,0,0,0
2022-12,罗湖,出境,0,0,0,0
2022-12,落马洲,入境,0,0,0,0
2022-12,落马洲,出境,0,0,0,0
2022-12,落马洲支线,入境,0,0,0,0
2022-12,落马洲支线,出境,0,0,0,0
2022-12,香园围,入境,0,0,0,0
2022-12,香园围,出境,0,0,0,0
2022-12,高铁西九龙,入境,0,0,0,0
2022-12,高铁西九龙,出境,0,0,0,0
2023-01,中国客运码头,入境,9757,3989,422,14168
2023-01,中国客运码头,出境,10943,3666,391,15000
2023-01,启德邮轮码头,入境,11,0,314,325
2023-01,启德邮轮码头,出境,32,0,254,286
2023-01,文锦渡,入境,32145,7062,239,39446
2023-01,文锦渡,出境,29339,5090,179,34608
2023-01,机场,入境,622988,94966,114905,832859
2023-01,机场,出境,565140,78327,130017,773484
2023-01,沙头角,入境,0,0,0,0
2023-01,沙头角,出境,0,0,0,0
2023-01,深圳湾,入境,169336,47777,9279,226392
2023-01,深圳湾,出境,149441,50784,7123,207348
2023-01,港口管制,入境,0,0,0,0
2023-01,港口管制,出境,0,0,0,0
2023-01,港澳客轮码头,入境,84458,4306,17544,106308
2023-01,港澳客轮码头,出境,98365,5729,15226,119320
2023-01,港珠澳大桥,入境,315630,16665,66445,398740
2023-01,港珠澳大桥,出境,316256,17937,68785,402978
2023-01,红磡,入境,0,0,0,0
2023-01,红磡,出境,0,0,0,0
2023-01,罗湖,入境,0,0,0,0
2023-01,罗湖,出境,0,0,0,0
2023-01,落马洲,入境,0,0,0,0
2023-01,落马洲,出境,0,0,0,0
2023-01,落马洲支线,入境,341902,65123,4585,411610
2023-01,落马洲支线,出境,395361,70244,4263,469868
2023-01,香园围,入境,0,0,0,0
2023-01,香园围,出境,0,0,0,0
2023-01,高铁西九龙,入境,80659,39954,4330,124943
2023-01,高铁西九龙,出境,92738,36077,4029,132844
2023-02,中国客运码头,入境,16018,11176,748,27942
2023-02,中国客运码头,出境,16793,9201,732,26726
2023-02,启德邮轮码头,入境,100,0,882,982
2023-02,启德邮轮码头,出境,126,0,852,978
2023-02,文锦渡,入境,33918,13859,201,47978
2023-02,文锦渡,出境,28550,9617,185,38352
2023-02,机场,入境,459105,138918,203153,801176
2023-02,机场,出境,438646,122383,171973,733002
2023-02,沙头角,入境,0,0,0,0
2023-02,沙头角,出境,0,0,0,0
2023-02,深圳湾,入境,359951,164769,7943,532663
2023-02,深圳湾,出境,352038,162726,13939,528703
2023-02,港口管制,入境,0,0,0,0
2023-02,港口管制,出境,0,0,0,0
2023-02,港澳客轮码头,入境,141603,12982,28902,183487
2023-02,港澳客轮码头,出境,150211,16873,28589,195673
2023-02,港珠澳大桥,入境,482056,48522,90343,620921
2023-02,港珠澳大桥,出境,476684,55411,92501,624596
2023-02,红磡,入境,0,0,0,0
2023-02,红磡,出境,0,0,0,0
2023-02,罗湖,入境,937593,214779,5008,1157380
2023-02,罗湖,出境,937794,256609,6635,1201038
2023-02,落马洲,入境,143331,31551,1732,176614
2023-02,落马洲,出境,109540,34942,2693,147175
2023-02,落马洲支线,入境,737219,220542,4418,962179
2023-02,落马洲支线,出境,740728,216253,5580,962561
2023-02,香园围,入境,136376,47413,391,184180
2023-02,香园围,出境,147375,28564,292,176231
2023-02,高铁西九龙,入境,193118,203522,9340,405980
2023-02,高铁西九龙,出境,209387,161293,10651,381331
2023-03,中国客运码头,入境,20154,16684,1374,38212
2023-03,中国客运码头,出境,20718,13513,1107,35338
2023-03,启德邮轮码头,入境,8372,490,10477,19339
2023-03,启德邮轮码头,出境,10004,509,9599,20112
2023-03,文锦渡,入境,47735,18016,253,66004
2023-03,文锦渡,出境,44813,12995,236,58044
2023-03,机场,入境,571233,210043,282699,1063975
2023-03,机场,出境,634954,178360,275035,1088349
2023-03,沙头角,入境,0,0,0,0
2023-03,沙头角,出境,0,0,0,0
2023-03,深圳湾,入境,524487,256860,16921,798268
2023-03,深圳湾,出境,530483,260728,20497,811708
2023-03,港口管制,入境,0,0,0,0
2023-03,港口管制,出境,0,0,0,0
2023-03,港澳客轮码头,入境,176722,23483,36093,236298
2023-03,港澳客轮码头,出境,181827,32690,36106,250623
2023-03,港珠澳大桥,入境,571654,121494,98506,791654
2023-03,港珠澳大桥,出境,576968,185015,99762,861745
2023-03,红磡,入境,0,0,0,0
2023-03,红磡,出境,0,0,0,0
2023-03,罗湖,入境,1448656,393921,10306,1852883
2023-03,罗湖,出境,1473326,500960,12555,1986841
2023-03,落马洲,入境,239389,59847,5593,304829
2023-03,落马洲,出境,188863,84128,6681,279672
2023-03,落马洲支线,入境,1055679,361434,7156,1424269
2023-03,落马洲支线,出境,1097108,347985,7150,1452243
2023-03,香园围,入境,255339,167097,767,423203
2023-03,香园围,出境,277652,78967,668,357287
2023-03,高铁西九龙,入境,233872,336527,16880,587279
2023-03,高铁西九龙,出境,289720,262968,14885,567573
2023-04,中国客运码头,入境,33306,23987,2275,59568
2023-04,中国客运码头,出境,37730,17281,1809,56820
2023-04,启德邮轮码头,入境,12494,622,8409,21525
2023-04,启德邮轮码头,出境,11944,591,9482,22017
2023-04,文锦渡,入境,43837,20408,422,64667
2023-04,文锦渡,出境,43157,14313,356,57826
2023-04,机场,入境,784614,204703,331594,1320911
2023-04,机场,出境,764559,188141,310749,1263449
2023-04,沙头角,入境,0,0,0,0
2023-04,沙头角,出境,0,0,0,0
2023-04,深圳湾,入境,669620,306132,24031,999783
2023-04,深圳湾,出境,675435,270858,26261,972554
2023-04,港口管制,入境,171,7,1090,1268
2023-04,港口管制,出境,150,29,1091,1270
2023-04,港澳客轮码头,入境,219987,30068,48527,298582
2023-04,港澳客轮码头,出境,230043,40946,48134,319123
2023-04,港珠澳大桥,入境,714327,142674,111043,968044
2023-04,港珠澳大桥,出境,720299,225566,112174,1058039
2023-04,红磡,入境,0,0,0,0
2023-04,红磡,出境,0,0,0,0
2023-04,罗湖,入境,1574574,401544,13982,1990100
2023-04,罗湖,出境,1578995,481121,15440,2075556
2023-04,落马洲,入境,288516,75125,8800,372441
2023-04,落马洲,出境,218841,96726,9729,325296
2023-04,落马洲支线,入境,1196681,394902,8905,1600488
2023-04,落马洲支线,出境,1251759,361599,8409,1621767
2023-04,香园围,入境,301119,194151,1081,496351
2023-04,香园围,出境,325497,81593,691,407781
2023-04,高铁西九龙,入境,456271,508336,29618,994225
2023-04,高铁西九龙,出境,499314,406056,30437,935807
2023-05,中国客运码头,入境,24601,23165,1929,49695
2023-05,中国客运码头,出境,22805,21696,1605,46106
2023-05,启德邮轮码头,入境,12261,662,5938,18861
2023-05,启德邮轮码头,出境,11737,665,6027,18429
2023-05,文锦渡,入境,50005,19078,316,69399
2023-05,文锦渡,出境,46374,14695,254,61323
2023-05,机场,入境,695395,248522,314302,1258219
2023-05,机场,出境,710142,205913,319772,1235827
2023-05,沙头角,入境,0,0,0,0
2023-05,沙头角,出境,0,0,0,0
2023-05,深圳湾,入境,612056,284210,19519,915785
2023-05,深圳湾,出境,578165,301462,22327,901954
2023-05,港口管制,入境,195,2,1415,1612
2023-05,港口管制,出境,294,11,1240,1545
2023-05,港澳客轮码头,入境,195854,34912,49411,280177
2023-05,港澳客轮码头,出境,193846,47028,49241,290115
2023-05,港珠澳大桥,入境,571268,148541,97761,817570
2023-05,港珠澳大桥,出境,549094,227768,101062,877924
2023-05,红磡,入境,0,0,0,0
2023-05,红磡,出境,0,0,0,0
2023-05,罗湖,入境,1531362,371557,11941,1914860
2023-05,罗湖,出境,1454544,455131,13161,1922836
2023-05,落马洲,入境,298414,69250,6741,374405
2023-05,落马洲,出境,222875,127104,9891,359870
2023-05,落马洲支线,入境,1220220,430506,7951,1658677
2023-05,落马洲支线,出境,1255459,452297,8364,1716120
2023-05,香园围,入境,330589,169620,1382,501591
2023-05,香园围,出境,338931,80532,1432,420895
2023-05,高铁西九龙,入境,350796,486439,23503,860738
2023-05,高铁西九龙,出境,359076,467226,23529,849831
2023-06,中国客运码头,入境,20608,18970,1720,41298
2023-06,中国客运码头,出境,21377,16002,1515,38894
2023-06,启德邮轮码头,入境,12804,1848,5842,20494
2023-06,启德邮轮码头,出境,13675,2100,5554,21329
2023-06,文锦渡,入境,46459,16464,340,63263
2023-06,文锦渡,出境,45695,12297,253,58245
2023-06,机场,入境,759782,243381,361941,1365104
2023-06,机场,出境,804649,190689,338728,1334066
2023-06,沙头角,入境,0,0,0,0
2023-06,沙头角,出境,0,0,0,0
2023-06,深圳湾,入境,604981,269273,20829,895083
2023-06,深圳湾,出境,613996,260965,22364,897325
2023-06,港口管制,入境,388,6,1217,1611
2023-06,港口管制,出境,356,17,1286,1659
2023-06,港澳客轮码头,入境,195562,33076,53346,281984
2023-06,港澳客轮码头,出境,201568,47267,52853,301688
2023-06,港珠澳大桥,入境,517488,133487,94534,745509
2023-06,港珠澳大桥,出境,539905,202780,98277,840962
2023-06,红磡,入境,0,0,0,0
2023-06,红磡,出境,0,0,0,0
2023-06,罗湖,入境,1485058,337586,11802,1834446
2023-06,罗湖,出境,1491607,368906,12884,1873397
2023-06,落马洲,入境,299700,66201,7701,373602
2023-06,落马洲,出境,234646,99003,10022,343671
2023-06,落马洲支线,入境,1217306,442676,8658,1668640
2023-06,落马洲支线,出境,1324718,474126,8750,1807594
2023-06,香园围,入境,347212,140874,1513,489599
2023-06,香园围,出境,376196,61661,1465,439322
2023-06,高铁西九龙,入境,328002,451389,24023,803414
2023-06,高铁西九龙,出境,363780,397110,25122,786012
2023-07,中国客运码头,入境,22832,26436,1814,51082
2023-07,中国客运码头,出境,23669,22402,1563,47634
2023-07,启德邮轮码头,入境,14484,1361,4244,20089
2023-07,启德邮轮码头,出境,14330,1086,4674,20090
2023-07,文锦渡,入境,31236,16318,309,47863
2023-07,文锦渡,出境,26469,9218,192,35879
2023-07,机场,入境,902681,281614,345442,1529737
2023-07,机场,出境,966464,260964,350666,1578094
2023-07,沙头角,入境,0,0,0,0
2023-07,沙头角,出境,0,0,0,0
2023-07,深圳湾,入境,691753,363509,24459,1079721
2023-07,深圳湾,出境,682481,340726,24948,1048155
2023-07,港口管制,入境,164,15,1231,1410
2023-07,港口管制,出境,158,19,1203,1380
2023-07,港澳客轮码头,入境,196547,49514,54357,300418
2023-07,港澳客轮码头,出境,198302,75454,54767,328523
2023-07,港珠澳大桥,入境,637333,210576,120831,968740
2023-07,港珠澳大桥,出境,630204,312563,118635,1061402
2023-07,红磡,入境,0,0,0,0
2023-07,红磡,出境,0,0,0,0
2023-07,罗湖,入境,1699848,453946,13710,2167504
2023-07,罗湖,出境,1642779,504090,14711,2161580
2023-07,落马洲,入境,354915,86779,8910,450604
2023-07,落马洲,出境,261254,110941,11205,383400
2023-07,落马洲支线,入境,1363518,607323,9562,1980403
2023-07,落马洲支线,出境,1471934,651025,9700,2132659
2023-07,香园围,入境,415776,211811,1883,629470
2023-07,香园围,出境,439064,91068,1700,531832
2023-07,高铁西九龙,入境,405624,665322,27633,1098579
2023-07,高铁西九龙,出境,453685,552508,26113,1032306
2023-08,中国客运码头,入境,26904,36575,2063,65542
2023-08,中国客运码头,出境,26576,33092,1831,61499
2023-08,启德邮轮码头,入境,17423,1163,15321,33907
2023-08,启德邮轮码头,出境,16258,1132,15332,32722
2023-08,文锦渡,入境,35150,19344,354,54848
2023-08,文锦渡,出境,35090,14252,279,49621
2023-08,机场,入境,1050955,307229,343772,1701956
2023-08,机场,出境,919672,295172,344870,1559714
2023-08,沙头角,入境,0,0,0,0
2023-08,沙头角,出境,0,0,0,0
2023-08,深圳湾,入境,779704,426435,25170,1231309
2023-08,深圳湾,出境,736929,418374,24715,1180018
2023-08,港口管制,入境,115,7,1386,1508
2023-08,港口管制,出境,165,19,1362,1546
2023-08,港澳客轮码头,入境,216376,59245,61576,337197
2023-08,港澳客轮码头,出境,213355,92158,61246,366759
2023-08,港珠澳大桥,入境,699853,262045,130840,1092738
2023-08,港珠澳大桥,出境,690335,389566,137465,1217366
2023-08,红磡,入境,0,0,0,0
2023-08,红磡,出境,0,0,0,0
2023-08,罗湖,入境,1827576,532632,14695,2374903
2023-08,罗湖,出境,1748492,622964,15859,2387315
2023-08,落马洲,入境,378248,101299,9377,488924
2023-08,落马洲,出境,283604,136529,10782,430915
2023-08,落马洲支线,入境,1464844,668301,10151,2143296
2023-08,落马洲支线,出境,1549237,719103,10183,2278523
2023-08,香园围,入境,466907,239884,2261,709052
2023-08,香园围,出境,485668,107507,1844,595019
2023-08,高铁西九龙,入境,489513,778478,28381,1296372
2023-08,高铁西九龙,出境,455805,669903,24768,1150476
2023-09,中国客运码头,入境,18782,17614,1718,38114
2023-09,中国客运码头,出境,26540,13488,1584,41612
2023-09,启德邮轮码头,入境,12083,2145,7564,21792
