"年月","指数类别","组别类别","基数年","指数","权数"
"202004","CPIA","8","Index : October 2019 - September 2020 = 100",104.1,1.36
"202004","CPIA","9","Index : October 2019 - September 2020 = 100",100.6,0.03
"202004","CPIA","10","Index : October 2019 - September 2020 = 100",100.4,0.11
"202004","CPIA","11","Index : October 2019 - September 2020 = 100",99.2,0.22
"202004","CPIA","12","Index : October 2019 - September 2020 = 100",101.1,4.52
"202004","CPIA","1","Index : October 2019 - September 2020 = 100",102.3,0.16
"202005","CPIA","99","Index : October 2019 - September 2020 = 100",101.5,100
"202005","CPIA","1","Index : October 2019 - September 2020 = 100",102.4,0.16
"202005","CPIA","2","Index : October 2019 - September 2020 = 100",95.1,0.17
"202005","CPIA","3","Index : October 2019 - September 2020 = 100",100.1,0.54
"202005","CPIA","4","Index : October 2019 - September 2020 = 100",100,1.27
"202005","CPIA","5","Index : October 2019 - September 2020 = 100",100.3,0.01
"202005","CPIA","6","Index : October 2019 - September 2020 = 100",100,0.46
"202005","CPIA","7","Index : October 2019 - September 2020 = 100",100,0.19
"202005","CPIA","8","Index : October 2019 - September 2020 = 100",104.1,1.36
"202005","CPIA","9","Index : October 2019 - September 2020 = 100",100.6,0.03
"202005","CPIA","10","Index : October 2019 - September 2020 = 100",100.4,0.11
"202005","CPIA","11","Index : October 2019 - September 2020 = 100",97.5,0.22
"202005","CPIA","12","Index : October 2019 - September 2020 = 100",101,4.52
"202006","CPIA","10","Index : October 2019 - September 2020 = 100",99,0.11
"202006","CPIA","11","Index : October 2019 - September 2020 = 100",98.1,0.22
"202006","CPIA","12","Index : October 2019 - September 2020 = 100",101.1,4.52
"202006","CPIA","99","Index : October 2019 - September 2020 = 100",101.4,100
"202006","CPIA","9","Index : October 2019 - September 2020 = 100",100.5,0.03
"202006","CPIA","8","Index : October 2019 - September 2020 = 100",104.1,1.36
"202006","CPIA","1","Index : October 2019 - September 2020 = 100",101.2,0.16
"202006","CPIA","6","Index : October 2019 - September 2020 = 100",100.1,0.46
"202006","CPIA","5","Index : October 2019 - September 2020 = 100",100.3,0.01
"202006","CPIA","4","Index : October 2019 - September 2020 = 100",100,1.27
"202006","CPIA","3","Index : October 2019 - September 2020 = 100",100,0.54
"202006","CPIA","2","Index : October 2019 - September 2020 = 100",98.1,0.17
"202006","CPIA","7","Index : October 2019 - September 2020 = 100",100,0.19
"202007","CPIA","4","Index : October 2019 - September 2020 = 100",99.9,1.27
"202007","CPIA","3","Index : October 2019 - September 2020 = 100",100.1,0.54
"202007","CPIA","2","Index : October 2019 - September 2020 = 100",99.1,0.17
"202007","CPIA","1","Index : October 2019 - September 2020 = 100",101.2,0.16
"202007","CPIA","12","Index : October 2019 - September 2020 = 100",96.2,4.52
"202007","CPIA","99","Index : October 2019 - September 2020 = 100",94.8,100
"202007","CPIA","11","Index : October 2019 - September 2020 = 100",99.2,0.22
"202007","CPIA","10","Index : October 2019 - September 2020 = 100",99,0.11
"202007","CPIA","9","Index : October 2019 - September 2020 = 100",100.5,0.03
"202007","CPIA","8","Index : October 2019 - September 2020 = 100",87.5,1.36
"202007","CPIA","7","Index : October 2019 - September 2020 = 100",100,0.19
"202007","CPIA","6","Index : October 2019 - September 2020 = 100",100.1,0.46
"202007","CPIA","5","Index : October 2019 - September 2020 = 100",100.3,0.01
"202008","CPIA","6","Index : October 2019 - September 2020 = 100",100.2,0.46
"202008","CPIA","5","Index : October 2019 - September 2020 = 100",100.3,0.01
"202008","CPIA","4","Index : October 2019 - September 2020 = 100",99.9,1.27
"202008","CPIA","3","Index : October 2019 - September 2020 = 100",101.3,0.54
"202008","CPIA","2","Index : October 2019 - September 2020 = 100",98.9,0.17
"202008","CPIA","1","Index : October 2019 - September 2020 = 100",101.2,0.16
"202008","CPIA","7","Index : October 2019 - September 2020 = 100",100,0.19
"202008","CPIA","12","Index : October 2019 - September 2020 = 100",96.5,4.52
"202008","CPIA","11","Index : October 2019 - September 2020 = 100",101.8,0.22
"202008","CPIA","10","Index : October 2019 - September 2020 = 100",100.6,0.11
"202008","CPIA","9","Index : October 2019 - September 2020 = 100",100.5,0.03
"202008","CPIA","8","Index : October 2019 - September 2020 = 100",87.5,1.36
"202008","CPIA","99","Index : October 2019 - September 2020 = 100",100.7,100
"202009","CPIA","12","Index : October 2019 - September 2020 = 100",96.7,4.52
"202009","CPIA","11","Index : October 2019 - September 2020 = 100",99.3,0.22
"202009","CPIA","10","Index : October 2019 - September 2020 = 100",103.9,0.11
"202009","CPIA","9","Index : October 2019 - September 2020 = 100",94.7,0.03
"202009","CPIA","8","Index : October 2019 - September 2020 = 100",87.5,1.36
"202009","CPIA","7","Index : October 2019 - September 2020 = 100",100,0.19
"202009","CPIA","6","Index : October 2019 - September 2020 = 100",100.2,0.46
"202009","CPIA","5","Index : October 2019 - September 2020 = 100",100.3,0.01
"202009","CPIA","1","Index : October 2019 - September 2020 = 100",107.1,0.16
"202009","CPIA","2","Index : October 2019 - September 2020 = 100",99.6,0.17
"202009","CPIA","99","Index : October 2019 - September 2020 = 100",94.9,100
"202009","CPIA","4","Index : October 2019 - September 2020 = 100",99.9,1.27
"202009","CPIA","3","Index : October 2019 - September 2020 = 100",101.3,0.54
"202010","CPIA","9","Index : October 2019 - September 2020 = 100",94.7,0.03
"202010","CPIA","8","Index : October 2019 - September 2020 = 100",87.5,1.36
"202010","CPIA","7","Index : October 2019 - September 2020 = 100",100,0.19
"202010","CPIA","6","Index : October 2019 - September 2020 = 100",100.3,0.46
"202010","CPIA","5","Index : October 2019 - September 2020 = 100",100.3,0.01
"202010","CPIA","4","Index : October 2019 - September 2020 = 100",99.9,1.27
"202010","CPIA","10","Index : October 2019 - September 2020 = 100",102.5,0.11
"202010","CPIA","2","Index : October 2019 - September 2020 = 100",99.8,0.17
"202010","CPIA","1","Index : October 2019 - September 2020 = 100",107.1,0.16
"202010","CPIA","11","Index : October 2019 - September 2020 = 100",97.6,0.22
"202010","CPIA","12","Index : October 2019 - September 2020 = 100",96.6,4.52
"202010","CPIA","99","Index : October 2019 - September 2020 = 100",101.3,100
"202010","CPIA","3","Index : October 2019 - September 2020 = 100",101.5,0.54
"202011","CPIA","99","Index : October 2019 - September 2020 = 100",101.4,100
"202011","CPIA","12","Index : October 2019 - September 2020 = 100",96.6,4.52
"202011","CPIA","11","Index : October 2019 - September 2020 = 100",97,0.22
"202011","CPIA","10","Index : October 2019 - September 2020 = 100",102.5,0.11
"202011","CPIA","1","Index : October 2019 - September 2020 = 100",107.1,0.16
"202011","CPIA","2","Index : October 2019 - September 2020 = 100",99.7,0.17
"202011","CPIA","3","Index : October 2019 - September 2020 = 100",101.6,0.54
"202011","CPIA","4","Index : October 2019 - September 2020 = 100",100,1.27
"202011","CPIA","5","Index : October 2019 - September 2020 = 100",100.3,0.01
"202011","CPIA","6","Index : October 2019 - September 2020 = 100",100.3,0.46
"202011","CPIA","7","Index : October 2019 - September 2020 = 100",100,0.19
"202011","CPIA","9","Index : October 2019 - September 2020 = 100",94.7,0.03
"202011","CPIA","8","Index : October 2019 - September 2020 = 100",87.5,1.36
"202012","CPIA","9","Index : October 2019 - September 2020 = 100",94.7,0.03
"202012","CPIA","8","Index : October 2019 - September 2020 = 100",87.5,1.36
"202012","CPIA","7","Index : October 2019 - September 2020 = 100",99.9,0.19
"202012","CPIA","6","Index : October 2019 - September 2020 = 100",100.4,0.46
"202012","CPIA","5","Index : October 2019 - September 2020 = 100",100.3,0.01
"202012","CPIA","4","Index : October 2019 - September 2020 = 100",100,1.27
"202012","CPIA","3","Index : October 2019 - September 2020 = 100",101.7,0.54
"202012","CPIA","2","Index : October 2019 - September 2020 = 100",101.4,0.17
"202012","CPIA","1","Index : October 2019 - September 2020 = 100",102.2,0.16
"202012","CPIA","99","Index : October 2019 - September 2020 = 100",100.6,100
"202012","CPIA","10","Index : October 2019 - September 2020 = 100",103,0.11
"202012","CPIA","11","Index : October 2019 - September 2020 = 100",97.1,0.22
"202012","CPIA","12","Index : October 2019 - September 2020 = 100",96.5,4.52
"202101","CPIA","12","Index : October 2019 - September 2020 = 100",96.6,4.52
"202101","CPIA","11","Index : October 2019 - September 2020 = 100",98.6,0.22
"202101","CPIA","10","Index : October 2019 - September 2020 = 100",103,0.11
"202101","CPIA","9","Index : October 2019 - September 2020 = 100",94.8,0.03
"202101","CPIA","99","Index : October 2019 - September 2020 = 100",102.8,100
"202101","CPIA","1","Index : October 2019 - September 2020 = 100",102.2,0.16
"202101","CPIA","8","Index : October 2019 - September 2020 = 100",87.5,1.36
"202101","CPIA","3","Index : October 2019 - September 2020 = 100",101.6,0.54
"202101","CPIA","4","Index : October 2019 - September 2020 = 100",100,1.27
"202101","CPIA","5","Index : October 2019 - September 2020 = 100",100.3,0.01
"202101","CPIA","6","Index : October 2019 - September 2020 = 100",100.4,0.46
"202101","CPIA","7","Index : October 2019 - September 2020 = 100",99.6,0.19
"202101","CPIA","2","Index : October 2019 - September 2020 = 100",102.2,0.17
"202102","CPIA","5","Index : October 2019 - September 2020 = 100",100.3,0.01
"202102","CPIA","4","Index : October 2019 - September 2020 = 100",100,1.27
"202102","CPIA","3","Index : October 2019 - September 2020 = 100",100.3,0.54
"202102","CPIA","1","Index : October 2019 - September 2020 = 100",104.3,0.16
"202102","CPIA","2","Index : October 2019 - September 2020 = 100",102.9,0.17
"202102","CPIA","99","Index : October 2019 - September 2020 = 100",103.3,100
"202102","CPIA","12","Index : October 2019 - September 2020 = 100",96.5,4.52
"202102","CPIA","11","Index : October 2019 - September 2020 = 100",98.2,0.22
"202102","CPIA","10","Index : October 2019 - September 2020 = 100",103,0.11
"202102","CPIA","9","Index : October 2019 - September 2020 = 100",95.3,0.03
"202102","CPIA","8","Index : October 2019 - September 2020 = 100",87.5,1.36
"202102","CPIA","7","Index : October 2019 - September 2020 = 100",99.6,0.19
"202102","CPIA","6","Index : October 2019 - September 2020 = 100",100.5,0.46
"202103","CPIA","1","Index : October 2019 - September 2020 = 100",109.9,0.16
"202103","CPIA","2","Index : October 2019 - September 2020 = 100",104.1,0.17
"202103","CPIA","3","Index : October 2019 - September 2020 = 100",99.7,0.54
"202103","CPIA","4","Index : October 2019 - September 2020 = 100",100,1.27
"202103","CPIA","12","Index : October 2019 - September 2020 = 100",96.9,4.52
"202103","CPIA","11","Index : October 2019 - September 2020 = 100",100,0.22
"202103","CPIA","99","Index : October 2019 - September 2020 = 100",103.2,100
"202103","CPIA","9","Index : October 2019 - September 2020 = 100",97.9,0.03
"202103","CPIA","8","Index : October 2019 - September 2020 = 100",87.5,1.36
"202103","CPIA","7","Index : October 2019 - September 2020 = 100",99.6,0.19
"202103","CPIA","6","Index : October 2019 - September 2020 = 100",100.6,0.46
"202103","CPIA","5","Index : October 2019 - September 2020 = 100",97.1,0.01
"202103","CPIA","10","Index : October 2019 - September 2020 = 100",105.1,0.11
"202104","CPIA","5","Index : October 2019 - September 2020 = 100",100.3,0.01
"202104","CPIA","6","Index : October 2019 - September 2020 = 100",100.6,0.46
"202104","CPIA","7","Index : October 2019 - September 2020 = 100",99.6,0.19
"202104","CPIA","8","Index : October 2019 - September 2020 = 100",100.1,1.36
"202104","CPIA","9","Index : October 2019 - September 2020 = 100",104.7,0.03
"202104","CPIA","10","Index : October 2019 - September 2020 = 100",104.5,0.11
"202104","CPIA","11","Index : October 2019 - September 2020 = 100",99.6,0.22
"202104","CPIA","12","Index : October 2019 - September 2020 = 100",102.5,4.52
"202104","CPIA","99","Index : October 2019 - September 2020 = 100",103.5,100
"202104","CPIA","1","Index : October 2019 - September 2020 = 100",109.9,0.16
"202104","CPIA","2","Index : October 2019 - September 2020 = 100",104.4,0.17
"202104","CPIA","3","Index : October 2019 - September 2020 = 100",102,0.54
"202104","CPIA","4","Index : October 2019 - September 2020 = 100",105.4,1.27
"202105","CPIA","12","Index : October 2019 - September 2020 = 100",102.8,4.52
"202105","CPIA","11","Index : October 2019 - September 2020 = 100",100.4,0.22
"202105","CPIA","10","Index : October 2019 - September 2020 = 100",104.5,0.11
"202105","CPIA","9","Index : October 2019 - September 2020 = 100",103.6,0.03
"202105","CPIA","8","Index : October 2019 - September 2020 = 100",100.1,1.36
"202105","CPIA","7","Index : October 2019 - September 2020 = 100",99.6,0.19
"202105","CPIA","99","Index : October 2019 - September 2020 = 100",103.4,100
"202105","CPIA","5","Index : October 2019 - September 2020 = 100",100.3,0.01
"202105","CPIA","4","Index : October 2019 - September 2020 = 100",106,1.27
"202105","CPIA","3","Index : October 2019 - September 2020 = 100",102.5,0.54
"202105","CPIA","2","Index : October 2019 - September 2020 = 100",105.8,0.17
"202105","CPIA","1","Index : October 2019 - September 2020 = 100",109.9,0.16
"202105","CPIA","6","Index : October 2019 - September 2020 = 100",100.8,0.46
"202106","CPIA","12","Index : October 2019 - September 2020 = 100",102.9,4.52
"202106","CPIA","11","Index : October 2019 - September 2020 = 100",100,0.22
"202106","CPIA","10","Index : October 2019 - September 2020 = 100",105.3,0.11
"202106","CPIA","9","Index : October 2019 - September 2020 = 100",103.6,0.03
"202106","CPIA","8","Index : October 2019 - September 2020 = 100",100.1,1.36
"202106","CPIA","7","Index : October 2019 - September 2020 = 100",99.6,0.19
"202106","CPIA","6","Index : October 2019 - September 2020 = 100",100.9,0.46
"202106","CPIA","5","Index : October 2019 - September 2020 = 100",100.3,0.01
"202106","CPIA","4","Index : October 2019 - September 2020 = 100",106.1,1.27
"202106","CPIA","3","Index : October 2019 - September 2020 = 100",103.2,0.54
"202106","CPIA","2","Index : October 2019 - September 2020 = 100",106.3,0.17
"202106","CPIA","99","Index : October 2019 - September 2020 = 100",102.8,100
"202106","CPIA","1","Index : October 2019 - September 2020 = 100",110,0.16
"202107","CPIA","99","Index : October 2019 - September 2020 = 100",102.8,100
"202107","CPIA","1","Index : October 2019 - September 2020 = 100",109.2,0.16
"202107","CPIA","2","Index : October 2019 - September 2020 = 100",108,0.17
"202107","CPIA","3","Index : October 2019 - September 2020 = 100",103.8,0.54
"202107","CPIA","4","Index : October 2019 - September 2020 = 100",106,1.27
"202107","CPIA","5","Index : October 2019 - September 2020 = 100",97.1,0.01
"202107","CPIA","6","Index : October 2019 - September 2020 = 100",101,0.46
"202107","CPIA","7","Index : October 2019 - September 2020 = 100",99.6,0.19
"202107","CPIA","8","Index : October 2019 - September 2020 = 100",100.5,1.36
"202107","CPIA","9","Index : October 2019 - September 2020 = 100",103.6,0.03
"202107","CPIA","10","Index : October 2019 - September 2020 = 100",105.3,0.11
"202107","CPIA","11","Index : October 2019 - September 2020 = 100",104,0.22
"202107","CPIA","12","Index : October 2019 - September 2020 = 100",103.4,4.52
"202108","CPIA","1","Index : October 2019 - September 2020 = 100",109.2,0.16
"202108","CPIA","2","Index : October 2019 - September 2020 = 100",107.6,0.17
"202108","CPIA","99","Index : October 2019 - September 2020 = 100",102.9,100
"202108","CPIA","12","Index : October 2019 - September 2020 = 100",103.5,4.52
"202108","CPIA","11","Index : October 2019 - September 2020 = 100",105.8,0.22
"202108","CPIA","10","Index : October 2019 - September 2020 = 100",104.6,0.11
"202108","CPIA","9","Index : October 2019 - September 2020 = 100",103.6,0.03
"202108","CPIA","8","Index : October 2019 - September 2020 = 100",100.5,1.36
"202108","CPIA","7","Index : October 2019 - September 2020 = 100",99.7,0.19
"202108","CPIA","6","Index : October 2019 - September 2020 = 100",101.1,0.46
"202108","CPIA","5","Index : October 2019 - September 2020 = 100",97.1,0.01
"202108","CPIA","4","Index : October 2019 - September 2020 = 100",106,1.27
"202108","CPIA","3","Index : October 2019 - September 2020 = 100",104.2,0.54
"202109","CPIA","1","Index : October 2019 - September 2020 = 100",104.8,0.16
"202109","CPIA","12","Index : October 2019 - September 2020 = 100",103.2,4.52
"202109","CPIA","11","Index : October 2019 - September 2020 = 100",101.7,0.22
"202109","CPIA","10","Index : October 2019 - September 2020 = 100",107.1,0.11
"202109","CPIA","9","Index : October 2019 - September 2020 = 100",103.6,0.03
"202109","CPIA","8","Index : October 2019 - September 2020 = 100",100.5,1.36
"202109","CPIA","99","Index : October 2019 - September 2020 = 100",96.4,100
"202109","CPIA","6","Index : October 2019 - September 2020 = 100",101.2,0.46
"202109","CPIA","5","Index : October 2019 - September 2020 = 100",97,0.01
"202109","CPIA","4","Index : October 2019 - September 2020 = 100",106,1.27
"202109","CPIA","3","Index : October 2019 - September 2020 = 100",104.2,0.54
"202109","CPIA","2","Index : October 2019 - September 2020 = 100",107.6,0.17
"202109","CPIA","7","Index : October 2019 - September 2020 = 100",99.7,0.19
"202110","CPIA","99","Index : October 2019 - September 2020 = 100",103.4,100
"202110","CPIA","1","Index : October 2019 - September 2020 = 100",104.8,0.16
"202110","CPIA","3","Index : October 2019 - September 2020 = 100",104.4,0.54
"202110","CPIA","4","Index : October 2019 - September 2020 = 100",106,1.27
"202110","CPIA","5","Index : October 2019 - September 2020 = 100",100.3,0.01
"202110","CPIA","6","Index : October 2019 - September 2020 = 100",101.4,0.46
"202110","CPIA","7","Index : October 2019 - September 2020 = 100",99.7,0.19
"202110","CPIA","8","Index : October 2019 - September 2020 = 100",100.5,1.36
"202110","CPIA","9","Index : October 2019 - September 2020 = 100",103.6,0.03
"202110","CPIA","10","Index : October 2019 - September 2020 = 100",107.1,0.11
"202110","CPIA","11","Index : October 2019 - September 2020 = 100",101.9,0.22
"202110","CPIA","12","Index : October 2019 - September 2020 = 100",103.3,4.52
"202110","CPIA","2","Index : October 2019 - September 2020 = 100",108.3,0.17
"202111","CPIA","8","Index : October 2019 - September 2020 = 100",100.5,1.36
"202111","CPIA","6","Index : October 2019 - September 2020 = 100",101.5,0.46
"202111","CPIA","5","Index : October 2019 - September 2020 = 100",97,0.01
"202111","CPIA","4","Index : October 2019 - September 2020 = 100",106,1.27
"202111","CPIA","3","Index : October 2019 - September 2020 = 100",105.5,0.54
"202111","CPIA","2","Index : October 2019 - September 2020 = 100",108.6,0.17
"202111","CPIA","7","Index : October 2019 - September 2020 = 100",99.7,0.19
"202111","CPIA","99","Index : October 2019 - September 2020 = 100",103.7,100
"202111","CPIA","12","Index : October 2019 - September 2020 = 100",103,4.52
"202111","CPIA","11","Index : October 2019 - September 2020 = 100",93.6,0.22
"202111","CPIA","10","Index : October 2019 - September 2020 = 100",107.1,0.11
"202111","CPIA","9","Index : October 2019 - September 2020 = 100",103.6,0.03
"202111","CPIA","1","Index : October 2019 - September 2020 = 100",104.9,0.16
"202112","CPIA","12","Index : October 2019 - September 2020 = 100",101.1,4.52
"202112","CPIA","11","Index : October 2019 - September 2020 = 100",96.6,0.22
"202112","CPIA","10","Index : October 2019 - September 2020 = 100",107.1,0.11
"202112","CPIA","9","Index : October 2019 - September 2020 = 100",103.6,0.03
"202112","CPIA","8","Index : October 2019 - September 2020 = 100",97.7,1.36
"202112","CPIA","99","Index : October 2019 - September 2020 = 100",103.7,100
"202112","CPIA","6","Index : October 2019 - September 2020 = 100",101.8,0.46
"202112","CPIA","5","Index : October 2019 - September 2020 = 100",93.8,0.01
"202112","CPIA","4","Index : October 2019 - September 2020 = 100",102.6,1.27
"202112","CPIA","3","Index : October 2019 - September 2020 = 100",105.6,0.54
"202112","CPIA","2","Index : October 2019 - September 2020 = 100",105.5,0.17
"202112","CPIA","1","Index : October 2019 - September 2020 = 100",100.3,0.16
"202112","CPIA","7","Index : October 2019 - September 2020 = 100",99.7,0.19
"202201","CPIA","1","Index : October 2019 - September 2020 = 100",101,0.16
"202201","CPIA","2","Index : October 2019 - September 2020 = 100",110.2,0.17
"202201","CPIA","3","Index : October 2019 - September 2020 = 100",105.7,0.54
"202201","CPIA","4","Index : October 2019 - September 2020 = 100",107,1.27
"202201","CPIA","5","Index : October 2019 - September 2020 = 100",100.3,0.01
"202201","CPIA","6","Index : October 2019 - September 2020 = 100",102.3,0.46
"202201","CPIA","7","Index : October 2019 - September 2020 = 100",99.7,0.19
"202201","CPIA","8","Index : October 2019 - September 2020 = 100",102.2,1.36
"202201","CPIA","9","Index : October 2019 - September 2020 = 100",103.6,0.03
"202201","CPIA","10","Index : October 2019 - September 2020 = 100",107.1,0.11
"202201","CPIA","11","Index : October 2019 - September 2020 = 100",100.5,0.22
"202201","CPIA","12","Index : October 2019 - September 2020 = 100",104.1,4.52
"202201","CPIA","99","Index : October 2019 - September 2020 = 100",103.9,100
"202202","CPIA","1","Index : October 2019 - September 2020 = 100",101,0.16
"202202","CPIA","2","Index : October 2019 - September 2020 = 100",114,0.17
"202202","CPIA","3","Index : October 2019 - September 2020 = 100",105,0.54
"202202","CPIA","4","Index : October 2019 - September 2020 = 100",107,1.27
"202202","CPIA","5","Index : October 2019 - September 2020 = 100",100.3,0.01
"202202","CPIA","6","Index : October 2019 - September 2020 = 100",103,0.46
"202202","CPIA","7","Index : October 2019 - September 2020 = 100",99.7,0.19
"202202","CPIA","8","Index : October 2019 - September 2020 = 100",102.2,1.36
"202202","CPIA","9","Index : October 2019 - September 2020 = 100",103.6,0.03
"202202","CPIA","10","Index : October 2019 - September 2020 = 100",107.1,0.11
"202202","CPIA","11","Index : October 2019 - September 2020 = 100",,0.22
"202202","CPIA","12","Index : October 2019 - September 2020 = 100",104.5,4.52
"202202","CPIA","99","Index : October 2019 - September 2020 = 100",104.9,100
"202203","CPIA","1","Index : October 2019 - September 2020 = 100",107.6,0.16
"202203","CPIA","2","Index : October 2019 - September 2020 = 100",121.2,0.17
"202203","CPIA","3","Index : October 2019 - September 2020 = 100",105,0.54
"202203","CPIA","4","Index : October 2019 - September 2020 = 100",98.5,1.27
"202203","CPIA","5","Index : October 2019 - September 2020 = 100",97.9,0.01
"202203","CPIA","6","Index : October 2019 - September 2020 = 100",95.8,0.46
"202203","CPIA","7","Index : October 2019 - September 2020 = 100",99.7,0.19
"202203","CPIA","8","Index : October 2019 - September 2020 = 100",95.4,1.36
"202203","CPIA","9","Index : October 2019 - September 2020 = 100",94.6,0.03
"202203","CPIA","10","Index : October 2019 - September 2020 = 100",107.1,0.11
"202203","CPIA","11","Index : October 2019 - September 2020 = 100",105,0.22
"202203","CPIA","12","Index : October 2019 - September 2020 = 100",99.8,4.52
"202203","CPIA","99","Index : October 2019 - September 2020 = 100",105.1,100
"202204","CPIA","3","Index : October 2019 - September 2020 = 100",105.3,0.54
"202204","CPIA","4","Index : October 2019 - September 2020 = 100",98.5,1.27
"202204","CPIA","5","Index : October 2019 - September 2020 = 100",94.6,0.01
"202204","CPIA","6","Index : October 2019 - September 2020 = 100",96.1,0.46
"202204","CPIA","7","Index : October 2019 - September 2020 = 100",99.7,0.19
"202204","CPIA","8","Index : October 2019 - September 2020 = 100",95.4,1.36
"202204","CPIA","9","Index : October 2019 - September 2020 = 100",94.6,0.03
"202204","CPIA","10","Index : October 2019 - September 2020 = 100",107.5,0.11
"202204","CPIA","11","Index : October 2019 - September 2020 = 100",113.9,0.22
"202204","CPIA","12","Index : October 2019 - September 2020 = 100",100.3,4.52
"202204","CPIA","99","Index : October 2019 - September 2020 = 100",104.6,100
"202204","CPIA","1","Index : October 2019 - September 2020 = 100",107,0.16
"202204","CPIA","2","Index : October 2019 - September 2020 = 100",121.5,0.17
"202205","CPIA","1","Index : October 2019 - September 2020 = 100",106.9,0.16
"202205","CPIA","2","Index : October 2019 - September 2020 = 100",122.4,0.17
"202205","CPIA","3","Index : October 2019 - September 2020 = 100",105.6,0.54
"202205","CPIA","4","Index : October 2019 - September 2020 = 100",98.5,1.27
"202205","CPIA","5","Index : October 2019 - September 2020 = 100",97.9,0.01
"202205","CPIA","6","Index : October 2019 - September 2020 = 100",96.2,0.46
"202205","CPIA","7","Index : October 2019 - September 2020 = 100",99.7,0.19
"202205","CPIA","8","Index : October 2019 - September 2020 = 100",95.4,1.36
"202205","CPIA","9","Index : October 2019 - September 2020 = 100",94.6,0.03
"202205","CPIA","10","Index : October 2019 - September 2020 = 100",107.5,0.11
"202205","CPIA","11","Index : October 2019 - September 2020 = 100",112.8,0.22
"202205","CPIA","12","Index : October 2019 - September 2020 = 100",100.3,4.52
"202205","CPIA","99","Index : October 2019 - September 2020 = 100",104.3,100
"202206","CPIA","1","Index : October 2019 - September 2020 = 100",105.8,0.16
"202206","CPIA","2","Index : October 2019 - September 2020 = 100",125.9,0.17
"202206","CPIA","3","Index : October 2019 - September 2020 = 100",105.6,0.54
"202206","CPIA","4","Index : October 2019 - September 2020 = 100",98.3,1.27
"202206","CPIA","5","Index : October 2019 - September 2020 = 100",97.9,0.01
"202206","CPIA","6","Index : October 2019 - September 2020 = 100",96.3,0.46
"202206","CPIA","7","Index : October 2019 - September 2020 = 100",99.7,0.19
"202206","CPIA","8","Index : October 2019 - September 2020 = 100",95.4,1.36
"202206","CPIA","9","Index : October 2019 - September 2020 = 100",94.6,0.03
"202206","CPIA","10","Index : October 2019 - September 2020 = 100",107.5,0.11
"202206","CPIA","11","Index : October 2019 - September 2020 = 100",119.3,0.22
"202206","CPIA","12","Index : October 2019 - September 2020 = 100",100.7,4.52
"202206","CPIA","99","Index : October 2019 - September 2020 = 100",104.6,100
"202207","CPIA","1","Index : October 2019 - September 2020 = 100",105.8,0.16
"202207","CPIA","2","Index : October 2019 - September 2020 = 100",124.9,0.17
"202207","CPIA","3","Index : October 2019 - September 2020 = 100",105.4,0.54
"202207","CPIA","4","Index : October 2019 - September 2020 = 100",98.5,1.27
"202207","CPIA","5","Index : October 2019 - September 2020 = 100",100.8,0.01
"202207","CPIA","6","Index : October 2019 - September 2020 = 100",96.4,0.46
"202207","CPIA","7","Index : October 2019 - September 2020 = 100",105.1,0.19
"202207","CPIA","8","Index : October 2019 - September 2020 = 100",95.4,1.36
"202207","CPIA","9","Index : October 2019 - September 2020 = 100",94.2,0.03
"202207","CPIA","10","Index : October 2019 - September 2020 = 100",107.5,0.11
"202207","CPIA","11","Index : October 2019 - September 2020 = 100",118.3,0.22
"202207","CPIA","12","Index : October 2019 - September 2020 = 100",100.9,4.52
"202207","CPIA","99","Index : October 2019 - September 2020 = 100",104.8,100
"202208","CPIA","1","Index : October 2019 - September 2020 = 100",105.8,0.16
"202208","CPIA","99","Index : October 2019 - September 2020 = 100",104.8,100
"202208","CPIA","12","Index : October 2019 - September 2020 = 100",101.4,4.52
"202208","CPIA","11","Index : October 2019 - September 2020 = 100",121.2,0.22
"202208","CPIA","10","Index : October 2019 - September 2020 = 100",107.8,0.11
"202208","CPIA","9","Index : October 2019 - September 2020 = 100",94.6,0.03
"202208","CPIA","8","Index : October 2019 - September 2020 = 100",95.4,1.36
"202208","CPIA","7","Index : October 2019 - September 2020 = 100",110.8,0.19
"202208","CPIA","6","Index : October 2019 - September 2020 = 100",96.6,0.46
"202208","CPIA","5","Index : October 2019 - September 2020 = 100",108.7,0.01
"202208","CPIA","4","Index : October 2019 - September 2020 = 100",98.6,1.27
"202208","CPIA","3","Index : October 2019 - September 2020 = 100",106,0.54
"202208","CPIA","2","Index : October 2019 - September 2020 = 100",124.3,0.17
"202209","CPIA","10","Index : October 2019 - September 2020 = 100",109.8,0.11
"202209","CPIA","9","Index : October 2019 - September 2020 = 100",94.6,0.03
"202209","CPIA","8","Index : October 2019 - September 2020 = 100",95.4,1.36
"202209","CPIA","7","Index : October 2019 - September 2020 = 100",110.8,0.19
"202209","CPIA","6","Index : October 2019 - September 2020 = 100",96.8,0.46
"202209","CPIA","5","Index : October 2019 - September 2020 = 100",108.6,0.01
"202209","CPIA","99","Index : October 2019 - September 2020 = 100",105,100
"202209","CPIA","3","Index : October 2019 - September 2020 = 100",106.9,0.54
"202209","CPIA","2","Index : October 2019 - September 2020 = 100",123,0.17
"202209","CPIA","1","Index : October 2019 - September 2020 = 100",103.6,0.16
"202209","CPIA","11","Index : October 2019 - September 2020 = 100",115.9,0.22
"202209","CPIA","12","Index : October 2019 - September 2020 = 100",101.2,4.52
