"年月","指数类别","组别类别","基数年","指数","权数"
"201711","CPIA","11","Index : October 2014 - September 2015 = 100",99.4,0.89
"201711","CPIA","10","Index : October 2014 - September 2015 = 100",114.3,0.13
"201711","CPIA","9","Index : October 2014 - September 2015 = 100",103.1,0.05
"201711","CPIA","8","Index : October 2014 - September 2015 = 100",104.6,2.03
"201711","CPIA","7","Index : October 2014 - September 2015 = 100",110.6,0.27
"201711","CPIA","6","Index : October 2014 - September 2015 = 100",99.2,0.61
"201711","CPIA","1","Index : October 2014 - September 2015 = 100",103.3,0.22
"201711","CPIA","4","Index : October 2014 - September 2015 = 100",100.1,1.83
"201711","CPIA","3","Index : October 2014 - September 2015 = 100",108.3,0.56
"201711","CPIA","2","Index : October 2014 - September 2015 = 100",102.1,0.15
"201712","CPIA","5","Index : October 2014 - September 2015 = 100",100.3,0.01
"201712","CPIA","6","Index : October 2014 - September 2015 = 100",99.3,0.61
"201712","CPIA","7","Index : October 2014 - September 2015 = 100",110.6,0.27
"201712","CPIA","8","Index : October 2014 - September 2015 = 100",106,2.03
"201712","CPIA","9","Index : October 2014 - September 2015 = 100",103.6,0.05
"201712","CPIA","10","Index : October 2014 - September 2015 = 100",114.1,0.13
"201712","CPIA","99","Index : October 2014 - September 2015 = 100",106.1,100
"201712","CPIA","1","Index : October 2014 - September 2015 = 100",103.2,0.22
"201712","CPIA","3","Index : October 2014 - September 2015 = 100",108.5,0.56
"201712","CPIA","4","Index : October 2014 - September 2015 = 100",98,1.83
"201712","CPIA","11","Index : October 2014 - September 2015 = 100",101.8,0.89
"201712","CPIA","12","Index : October 2014 - September 2015 = 100",103,6.75
"201712","CPIA","2","Index : October 2014 - September 2015 = 100",102.6,0.15
"201801","CPIA","1","Index : October 2014 - September 2015 = 100",102.7,0.22
"201801","CPIA","2","Index : October 2014 - September 2015 = 100",103.4,0.15
"201801","CPIA","3","Index : October 2014 - September 2015 = 100",108.9,0.56
"201801","CPIA","4","Index : October 2014 - September 2015 = 100",100.1,1.83
"201801","CPIA","5","Index : October 2014 - September 2015 = 100",100.3,0.01
"201801","CPIA","6","Index : October 2014 - September 2015 = 100",99.4,0.61
"201801","CPIA","7","Index : October 2014 - September 2015 = 100",110.6,0.27
"201801","CPIA","8","Index : October 2014 - September 2015 = 100",107.8,2.03
"201801","CPIA","9","Index : October 2014 - September 2015 = 100",103.6,0.05
"201801","CPIA","10","Index : October 2014 - September 2015 = 100",114.7,0.13
"201801","CPIA","11","Index : October 2014 - September 2015 = 100",100.5,0.89
"201801","CPIA","12","Index : October 2014 - September 2015 = 100",104,6.75
"201801","CPIA","99","Index : October 2014 - September 2015 = 100",106.3,100
"201802","CPIA","1","Index : October 2014 - September 2015 = 100",102.5,0.22
"201802","CPIA","2","Index : October 2014 - September 2015 = 100",103.4,0.15
"201802","CPIA","3","Index : October 2014 - September 2015 = 100",108.9,0.56
"201802","CPIA","4","Index : October 2014 - September 2015 = 100",100.1,1.83
"201802","CPIA","5","Index : October 2014 - September 2015 = 100",100.3,0.01
"201802","CPIA","6","Index : October 2014 - September 2015 = 100",99.7,0.61
"201802","CPIA","7","Index : October 2014 - September 2015 = 100",110.6,0.27
"201802","CPIA","8","Index : October 2014 - September 2015 = 100",107.8,2.03
"201802","CPIA","9","Index : October 2014 - September 2015 = 100",103.6,0.05
"201802","CPIA","10","Index : October 2014 - September 2015 = 100",115.2,0.13
"201802","CPIA","11","Index : October 2014 - September 2015 = 100",105.8,0.89
"201802","CPIA","12","Index : October 2014 - September 2015 = 100",104.8,6.75
"201802","CPIA","99","Index : October 2014 - September 2015 = 100",107.5,100
"201803","CPIA","99","Index : October 2014 - September 2015 = 100",107.4,100
"201803","CPIA","1","Index : October 2014 - September 2015 = 100",106.7,0.22
"201803","CPIA","2","Index : October 2014 - September 2015 = 100",104.3,0.15
"201803","CPIA","3","Index : October 2014 - September 2015 = 100",108.9,0.56
"201803","CPIA","4","Index : October 2014 - September 2015 = 100",100.1,1.83
"201803","CPIA","5","Index : October 2014 - September 2015 = 100",100.3,0.01
"201803","CPIA","6","Index : October 2014 - September 2015 = 100",99.8,0.61
"201803","CPIA","7","Index : October 2014 - September 2015 = 100",110.6,0.27
"201803","CPIA","8","Index : October 2014 - September 2015 = 100",107.8,2.03
"201803","CPIA","9","Index : October 2014 - September 2015 = 100",103.6,0.05
"201803","CPIA","10","Index : October 2014 - September 2015 = 100",117.2,0.13
"201803","CPIA","11","Index : October 2014 - September 2015 = 100",100.5,0.89
"201803","CPIA","12","Index : October 2014 - September 2015 = 100",104.3,6.75
"201804","CPIA","1","Index : October 2014 - September 2015 = 100",106.9,0.22
"201804","CPIA","2","Index : October 2014 - September 2015 = 100",105.9,0.15
"201804","CPIA","3","Index : October 2014 - September 2015 = 100",109.1,0.56
"201804","CPIA","4","Index : October 2014 - September 2015 = 100",100.1,1.83
"201804","CPIA","5","Index : October 2014 - September 2015 = 100",100.3,0.01
"201804","CPIA","6","Index : October 2014 - September 2015 = 100",100,0.61
"201804","CPIA","7","Index : October 2014 - September 2015 = 100",110.6,0.27
"201804","CPIA","8","Index : October 2014 - September 2015 = 100",107.7,2.03
"201804","CPIA","9","Index : October 2014 - September 2015 = 100",103.6,0.05
"201804","CPIA","10","Index : October 2014 - September 2015 = 100",117.2,0.13
"201804","CPIA","11","Index : October 2014 - September 2015 = 100",99.4,0.89
"201804","CPIA","12","Index : October 2014 - September 2015 = 100",104.2,6.75
"201804","CPIA","99","Index : October 2014 - September 2015 = 100",107.3,100
"201805","CPIA","1","Index : October 2014 - September 2015 = 100",106.2,0.22
"201805","CPIA","2","Index : October 2014 - September 2015 = 100",107.9,0.15
"201805","CPIA","3","Index : October 2014 - September 2015 = 100",109.6,0.56
"201805","CPIA","4","Index : October 2014 - September 2015 = 100",100.1,1.83
"201805","CPIA","5","Index : October 2014 - September 2015 = 100",100.3,0.01
"201805","CPIA","6","Index : October 2014 - September 2015 = 100",100.3,0.61
"201805","CPIA","7","Index : October 2014 - September 2015 = 100",110.6,0.27
"201805","CPIA","8","Index : October 2014 - September 2015 = 100",107.8,2.03
"201805","CPIA","9","Index : October 2014 - September 2015 = 100",103.6,0.05
"201805","CPIA","10","Index : October 2014 - September 2015 = 100",117.2,0.13
"201805","CPIA","11","Index : October 2014 - September 2015 = 100",99.7,0.89
"201805","CPIA","12","Index : October 2014 - September 2015 = 100",104.3,6.75
"201805","CPIA","99","Index : October 2014 - September 2015 = 100",107.3,100
"201806","CPIA","1","Index : October 2014 - September 2015 = 100",106.6,0.22
"201806","CPIA","2","Index : October 2014 - September 2015 = 100",108.4,0.15
"201806","CPIA","3","Index : October 2014 - September 2015 = 100",109.8,0.56
"201806","CPIA","4","Index : October 2014 - September 2015 = 100",100.1,1.83
"201806","CPIA","5","Index : October 2014 - September 2015 = 100",100.3,0.01
"201806","CPIA","6","Index : October 2014 - September 2015 = 100",100.4,0.61
"201806","CPIA","7","Index : October 2014 - September 2015 = 100",110.7,0.27
"201806","CPIA","8","Index : October 2014 - September 2015 = 100",107.8,2.03
"201806","CPIA","9","Index : October 2014 - September 2015 = 100",105.1,0.05
"201806","CPIA","10","Index : October 2014 - September 2015 = 100",117.2,0.13
"201806","CPIA","11","Index : October 2014 - September 2015 = 100",101.5,0.89
"201806","CPIA","12","Index : October 2014 - September 2015 = 100",104.6,6.75
"201806","CPIA","99","Index : October 2014 - September 2015 = 100",107.6,100
"201807","CPIA","11","Index : October 2014 - September 2015 = 100",105.6,0.89
"201807","CPIA","10","Index : October 2014 - September 2015 = 100",117.2,0.13
"201807","CPIA","99","Index : October 2014 - September 2015 = 100",107.9,100
"201807","CPIA","12","Index : October 2014 - September 2015 = 100",105.1,6.75
"201807","CPIA","9","Index : October 2014 - September 2015 = 100",105.7,0.05
"201807","CPIA","8","Index : October 2014 - September 2015 = 100",107.4,2.03
"201807","CPIA","7","Index : October 2014 - September 2015 = 100",110.7,0.27
"201807","CPIA","6","Index : October 2014 - September 2015 = 100",100.7,0.61
"201807","CPIA","5","Index : October 2014 - September 2015 = 100",112.5,0.01
"201807","CPIA","4","Index : October 2014 - September 2015 = 100",100.1,1.83
"201807","CPIA","3","Index : October 2014 - September 2015 = 100",110,0.56
"201807","CPIA","2","Index : October 2014 - September 2015 = 100",108.2,0.15
"201807","CPIA","1","Index : October 2014 - September 2015 = 100",106.5,0.22
"201808","CPIA","9","Index : October 2014 - September 2015 = 100",105.4,0.05
"201808","CPIA","8","Index : October 2014 - September 2015 = 100",107.4,2.03
"201808","CPIA","7","Index : October 2014 - September 2015 = 100",110.7,0.27
"201808","CPIA","5","Index : October 2014 - September 2015 = 100",112.9,0.01
"201808","CPIA","4","Index : October 2014 - September 2015 = 100",100.1,1.83
"201808","CPIA","3","Index : October 2014 - September 2015 = 100",110.2,0.56
"201808","CPIA","10","Index : October 2014 - September 2015 = 100",117.2,0.13
"201808","CPIA","1","Index : October 2014 - September 2015 = 100",105.4,0.22
"201808","CPIA","6","Index : October 2014 - September 2015 = 100",100.9,0.61
"201808","CPIA","99","Index : October 2014 - September 2015 = 100",107.9,100
"201808","CPIA","12","Index : October 2014 - September 2015 = 100",104.4,6.75
"201808","CPIA","11","Index : October 2014 - September 2015 = 100",100.1,0.89
"201808","CPIA","2","Index : October 2014 - September 2015 = 100",108.8,0.15
"201809","CPIA","2","Index : October 2014 - September 2015 = 100",110.6,0.15
"201809","CPIA","3","Index : October 2014 - September 2015 = 100",110.3,0.56
"201809","CPIA","4","Index : October 2014 - September 2015 = 100",100.1,1.83
"201809","CPIA","5","Index : October 2014 - September 2015 = 100",112.9,0.01
"201809","CPIA","6","Index : October 2014 - September 2015 = 100",101,0.61
"201809","CPIA","7","Index : October 2014 - September 2015 = 100",110.7,0.27
"201809","CPIA","8","Index : October 2014 - September 2015 = 100",107.4,2.03
"201809","CPIA","9","Index : October 2014 - September 2015 = 100",105.7,0.05
"201809","CPIA","10","Index : October 2014 - September 2015 = 100",120.6,0.13
"201809","CPIA","99","Index : October 2014 - September 2015 = 100",108.7,100
"201809","CPIA","1","Index : October 2014 - September 2015 = 100",103,0.22
"201809","CPIA","11","Index : October 2014 - September 2015 = 100",100.8,0.89
"201809","CPIA","12","Index : October 2014 - September 2015 = 100",104.5,6.75
"201810","CPIA","12","Index : October 2014 - September 2015 = 100",104.2,6.75
"201810","CPIA","11","Index : October 2014 - September 2015 = 100",97.6,0.89
"201810","CPIA","10","Index : October 2014 - September 2015 = 100",120.4,0.13
"201810","CPIA","9","Index : October 2014 - September 2015 = 100",105.7,0.05
"201810","CPIA","8","Index : October 2014 - September 2015 = 100",107.4,2.03
"201810","CPIA","7","Index : October 2014 - September 2015 = 100",110.7,0.27
"201810","CPIA","99","Index : October 2014 - September 2015 = 100",108.9,100
"201810","CPIA","5","Index : October 2014 - September 2015 = 100",112.9,0.01
"201810","CPIA","4","Index : October 2014 - September 2015 = 100",100.1,1.83
"201810","CPIA","3","Index : October 2014 - September 2015 = 100",110.4,0.56
"201810","CPIA","2","Index : October 2014 - September 2015 = 100",110.9,0.15
"201810","CPIA","1","Index : October 2014 - September 2015 = 100",103,0.22
"201810","CPIA","6","Index : October 2014 - September 2015 = 100",101.3,0.61
"201811","CPIA","99","Index : October 2014 - September 2015 = 100",109,100
"201811","CPIA","12","Index : October 2014 - September 2015 = 100",103.8,6.75
"201811","CPIA","11","Index : October 2014 - September 2015 = 100",102,0.89
"201811","CPIA","10","Index : October 2014 - September 2015 = 100",120.4,0.13
"201811","CPIA","9","Index : October 2014 - September 2015 = 100",105.4,0.05
"201811","CPIA","8","Index : October 2014 - September 2015 = 100",104.6,2.03
"201811","CPIA","7","Index : October 2014 - September 2015 = 100",110.7,0.27
"201811","CPIA","6","Index : October 2014 - September 2015 = 100",101.6,0.61
"201811","CPIA","5","Index : October 2014 - September 2015 = 100",109.2,0.01
"201811","CPIA","4","Index : October 2014 - September 2015 = 100",100,1.83
"201811","CPIA","3","Index : October 2014 - September 2015 = 100",110.4,0.56
"201811","CPIA","1","Index : October 2014 - September 2015 = 100",103.1,0.22
"201811","CPIA","2","Index : October 2014 - September 2015 = 100",106.2,0.15
"201812","CPIA","1","Index : October 2014 - September 2015 = 100",103,0.22
"201812","CPIA","2","Index : October 2014 - September 2015 = 100",102.7,0.15
"201812","CPIA","3","Index : October 2014 - September 2015 = 100",110.6,0.56
"201812","CPIA","4","Index : October 2014 - September 2015 = 100",100,1.83
"201812","CPIA","5","Index : October 2014 - September 2015 = 100",112.9,0.01
"201812","CPIA","6","Index : October 2014 - September 2015 = 100",101.7,0.61
"201812","CPIA","99","Index : October 2014 - September 2015 = 100",109.3,100
"201812","CPIA","8","Index : October 2014 - September 2015 = 100",107.4,2.03
"201812","CPIA","9","Index : October 2014 - September 2015 = 100",105.7,0.05
"201812","CPIA","10","Index : October 2014 - September 2015 = 100",120.6,0.13
"201812","CPIA","11","Index : October 2014 - September 2015 = 100",104.3,0.89
"201812","CPIA","12","Index : October 2014 - September 2015 = 100",104.9,6.75
"201812","CPIA","7","Index : October 2014 - September 2015 = 100",110.7,0.27
"201901","CPIA","1","Index : October 2014 - September 2015 = 100",103.6,0.22
"201901","CPIA","2","Index : October 2014 - September 2015 = 100",102.9,0.15
"201901","CPIA","3","Index : October 2014 - September 2015 = 100",111,0.56
"201901","CPIA","4","Index : October 2014 - September 2015 = 100",100.8,1.83
"201901","CPIA","5","Index : October 2014 - September 2015 = 100",112.9,0.01
"201901","CPIA","6","Index : October 2014 - September 2015 = 100",101.8,0.61
"201901","CPIA","7","Index : October 2014 - September 2015 = 100",110.8,0.27
"201901","CPIA","8","Index : October 2014 - September 2015 = 100",110.6,2.03
"201901","CPIA","9","Index : October 2014 - September 2015 = 100",105.7,0.05
"201901","CPIA","10","Index : October 2014 - September 2015 = 100",121.4,0.13
"201901","CPIA","11","Index : October 2014 - September 2015 = 100",104.4,0.89
"201901","CPIA","12","Index : October 2014 - September 2015 = 100",106.2,6.75
"201901","CPIA","99","Index : October 2014 - September 2015 = 100",109.2,100
"201902","CPIA","1","Index : October 2014 - September 2015 = 100",103.6,0.22
"201902","CPIA","2","Index : October 2014 - September 2015 = 100",105.2,0.15
"201902","CPIA","3","Index : October 2014 - September 2015 = 100",111.7,0.56
"201902","CPIA","4","Index : October 2014 - September 2015 = 100",101.9,1.83
"201902","CPIA","5","Index : October 2014 - September 2015 = 100",112.9,0.01
"201902","CPIA","6","Index : October 2014 - September 2015 = 100",102.1,0.61
"201902","CPIA","7","Index : October 2014 - September 2015 = 100",110.8,0.27
"201902","CPIA","8","Index : October 2014 - September 2015 = 100",110.7,2.03
"201902","CPIA","9","Index : October 2014 - September 2015 = 100",105.7,0.05
"201902","CPIA","10","Index : October 2014 - September 2015 = 100",121.4,0.13
"201902","CPIA","11","Index : October 2014 - September 2015 = 100",102.7,0.89
"201902","CPIA","12","Index : October 2014 - September 2015 = 100",106.4,6.75
"201902","CPIA","99","Index : October 2014 - September 2015 = 100",110.3,100
"201903","CPIA","1","Index : October 2014 - September 2015 = 100",106,0.22
"201903","CPIA","2","Index : October 2014 - September 2015 = 100",108.8,0.15
"201903","CPIA","3","Index : October 2014 - September 2015 = 100",111.7,0.56
"201903","CPIA","4","Index : October 2014 - September 2015 = 100",101.9,1.83
"201903","CPIA","5","Index : October 2014 - September 2015 = 100",112.9,0.01
"201903","CPIA","6","Index : October 2014 - September 2015 = 100",102.1,0.61
"201903","CPIA","7","Index : October 2014 - September 2015 = 100",110.8,0.27
"201903","CPIA","8","Index : October 2014 - September 2015 = 100",110.8,2.03
"201903","CPIA","9","Index : October 2014 - September 2015 = 100",105.7,0.05
"201903","CPIA","10","Index : October 2014 - September 2015 = 100",121.7,0.13
"201903","CPIA","11","Index : October 2014 - September 2015 = 100",100.7,0.89
"201903","CPIA","12","Index : October 2014 - September 2015 = 100",106.3,6.75
"201903","CPIA","99","Index : October 2014 - September 2015 = 100",110.1,100
"201904","CPIA","1","Index : October 2014 - September 2015 = 100",106.7,0.22
"201904","CPIA","2","Index : October 2014 - September 2015 = 100",111.5,0.15
"201904","CPIA","3","Index : October 2014 - September 2015 = 100",112.2,0.56
"201904","CPIA","4","Index : October 2014 - September 2015 = 100",101.9,1.83
"201904","CPIA","5","Index : October 2014 - September 2015 = 100",112.9,0.01
"201904","CPIA","6","Index : October 2014 - September 2015 = 100",102.6,0.61
"201904","CPIA","7","Index : October 2014 - September 2015 = 100",110.8,0.27
"201904","CPIA","8","Index : October 2014 - September 2015 = 100",110.7,2.03
"201904","CPIA","9","Index : October 2014 - September 2015 = 100",105.7,0.05
"201904","CPIA","10","Index : October 2014 - September 2015 = 100",121.5,0.13
"201904","CPIA","11","Index : October 2014 - September 2015 = 100",101.9,0.89
"201904","CPIA","12","Index : October 2014 - September 2015 = 100",106.6,6.75
"201904","CPIA","99","Index : October 2014 - September 2015 = 100",110.5,100
"201905","CPIA","1","Index : October 2014 - September 2015 = 100",107,0.22
"201905","CPIA","2","Index : October 2014 - September 2015 = 100",111.9,0.15
"201905","CPIA","3","Index : October 2014 - September 2015 = 100",112.7,0.56
"201905","CPIA","4","Index : October 2014 - September 2015 = 100",101.8,1.83
"201905","CPIA","5","Index : October 2014 - September 2015 = 100",112.9,0.01
"201905","CPIA","6","Index : October 2014 - September 2015 = 100",102.9,0.61
"201905","CPIA","7","Index : October 2014 - September 2015 = 100",110.8,0.27
"201905","CPIA","8","Index : October 2014 - September 2015 = 100",106.8,2.03
"201905","CPIA","9","Index : October 2014 - September 2015 = 100",105.7,0.05
"201905","CPIA","10","Index : October 2014 - September 2015 = 100",121.8,0.13
"201905","CPIA","11","Index : October 2014 - September 2015 = 100",100.4,0.89
"201905","CPIA","12","Index : October 2014 - September 2015 = 100",105.3,6.75
"201905","CPIA","99","Index : October 2014 - September 2015 = 100",110.6,100
"201906","CPIA","1","Index : October 2014 - September 2015 = 100",107.9,0.22
"201906","CPIA","2","Index : October 2014 - September 2015 = 100",110.1,0.15
"201906","CPIA","3","Index : October 2014 - September 2015 = 100",112.9,0.56
"201906","CPIA","4","Index : October 2014 - September 2015 = 100",101.9,1.83
"201906","CPIA","5","Index : October 2014 - September 2015 = 100",112.9,0.01
"201906","CPIA","6","Index : October 2014 - September 2015 = 100",103.3,0.61
"201906","CPIA","7","Index : October 2014 - September 2015 = 100",110.9,0.27
"201906","CPIA","8","Index : October 2014 - September 2015 = 100",110.8,2.03
"201906","CPIA","9","Index : October 2014 - September 2015 = 100",105.7,0.05
"201906","CPIA","10","Index : October 2014 - September 2015 = 100",121.2,0.13
"201906","CPIA","11","Index : October 2014 - September 2015 = 100",100.6,0.89
"201906","CPIA","12","Index : October 2014 - September 2015 = 100",106.6,6.75
"201906","CPIA","99","Index : October 2014 - September 2015 = 100",111.8,100
"201907","CPIA","1","Index : October 2014 - September 2015 = 100",107.9,0.22
"201907","CPIA","2","Index : October 2014 - September 2015 = 100",111.5,0.15
"201907","CPIA","3","Index : October 2014 - September 2015 = 100",113.1,0.56
"201907","CPIA","4","Index : October 2014 - September 2015 = 100",101.9,1.83
"201907","CPIA","5","Index : October 2014 - September 2015 = 100",112.9,0.01
"201907","CPIA","6","Index : October 2014 - September 2015 = 100",103.4,0.61
"201907","CPIA","7","Index : October 2014 - September 2015 = 100",110.9,0.27
"201907","CPIA","8","Index : October 2014 - September 2015 = 100",110.7,2.03
"201907","CPIA","9","Index : October 2014 - September 2015 = 100",105.7,0.05
"201907","CPIA","10","Index : October 2014 - September 2015 = 100",121.8,0.13
"201907","CPIA","11","Index : October 2014 - September 2015 = 100",104.7,0.89
"201907","CPIA","12","Index : October 2014 - September 2015 = 100",107.2,6.75
"201907","CPIA","99","Index : October 2014 - September 2015 = 100",112.1,100
"201908","CPIA","99","Index : October 2014 - September 2015 = 100",112.4,100
"201908","CPIA","1","Index : October 2014 - September 2015 = 100",108,0.22
"201908","CPIA","2","Index : October 2014 - September 2015 = 100",111.3,0.15
"201908","CPIA","3","Index : October 2014 - September 2015 = 100",113.1,0.56
"201908","CPIA","4","Index : October 2014 - September 2015 = 100",101.9,1.83
"201908","CPIA","5","Index : October 2014 - September 2015 = 100",112.9,0.01
"201908","CPIA","6","Index : October 2014 - September 2015 = 100",103.7,0.61
"201908","CPIA","7","Index : October 2014 - September 2015 = 100",110.9,0.27
"201908","CPIA","8","Index : October 2014 - September 2015 = 100",110.3,2.03
"201908","CPIA","9","Index : October 2014 - September 2015 = 100",105.7,0.05
"201908","CPIA","10","Index : October 2014 - September 2015 = 100",121.5,0.13
"201908","CPIA","11","Index : October 2014 - September 2015 = 100",104,0.89
"201908","CPIA","12","Index : October 2014 - September 2015 = 100",107,6.75
"201909","CPIA","1","Index : October 2014 - September 2015 = 100",104.5,0.22
"201909","CPIA","2","Index : October 2014 - September 2015 = 100",112.6,0.15
"201909","CPIA","3","Index : October 2014 - September 2015 = 100",113.2,0.56
"201909","CPIA","4","Index : October 2014 - September 2015 = 100",101.9,1.83
"201909","CPIA","5","Index : October 2014 - September 2015 = 100",112.9,0.01
"201909","CPIA","6","Index : October 2014 - September 2015 = 100",103.8,0.61
"201909","CPIA","7","Index : October 2014 - September 2015 = 100",110.9,0.27
"201909","CPIA","8","Index : October 2014 - September 2015 = 100",110.7,2.03
"201909","CPIA","9","Index : October 2014 - September 2015 = 100",105.7,0.05
"201909","CPIA","10","Index : October 2014 - September 2015 = 100",123.7,0.13
"201909","CPIA","11","Index : October 2014 - September 2015 = 100",100.9,0.89
"201909","CPIA","12","Index : October 2014 - September 2015 = 100",106.7,6.75
"201909","CPIA","99","Index : October 2014 - September 2015 = 100",112.5,100
"201910","CPIA","99","Index : October 2014 - September 2015 = 100",112.7,100
"201910","CPIA","12","Index : October 2014 - September 2015 = 100",106.2,6.75
"201910","CPIA","11","Index : October 2014 - September 2015 = 100",97.6,0.89
"201910","CPIA","10","Index : October 2014 - September 2015 = 100",122.8,0.13
"201910","CPIA","9","Index : October 2014 - September 2015 = 100",105.7,0.05
"201910","CPIA","8","Index : October 2014 - September 2015 = 100",110.2,2.03
"201910","CPIA","1","Index : October 2014 - September 2015 = 100",105.9,0.22
"201910","CPIA","6","Index : October 2014 - September 2015 = 100",103.9,0.61
"201910","CPIA","5","Index : October 2014 - September 2015 = 100",112.9,0.01
"201910","CPIA","4","Index : October 2014 - September 2015 = 100",101.9,1.83
"201910","CPIA","3","Index : October 2014 - September 2015 = 100",113.5,0.56
"201910","CPIA","2","Index : October 2014 - September 2015 = 100",114.7,0.15
"201910","CPIA","7","Index : October 2014 - September 2015 = 100",110.9,0.27
"201911","CPIA","12","Index : October 2019 - September 2020 = 100",101.1,4.52
"201911","CPIA","99","Index : October 2019 - September 2020 = 100",101.8,100
"201911","CPIA","11","Index : October 2019 - September 2020 = 100",98.2,0.22
"201911","CPIA","10","Index : October 2019 - September 2020 = 100",99.1,0.11
"201911","CPIA","9","Index : October 2019 - September 2020 = 100",100.2,0.03
"201911","CPIA","8","Index : October 2019 - September 2020 = 100",104.2,1.36
"201911","CPIA","7","Index : October 2019 - September 2020 = 100",100,0.19
"201911","CPIA","6","Index : October 2019 - September 2020 = 100",100.1,0.46
"201911","CPIA","5","Index : October 2019 - September 2020 = 100",97,0.01
"201911","CPIA","4","Index : October 2019 - September 2020 = 100",100,1.27
"201911","CPIA","3","Index : October 2019 - September 2020 = 100",99.4,0.54
"201911","CPIA","2","Index : October 2019 - September 2020 = 100",103.3,0.17
"201911","CPIA","1","Index : October 2019 - September 2020 = 100",95.6,0.16
"201912","CPIA","1","Index : October 2019 - September 2020 = 100",97.1,0.16
"201912","CPIA","2","Index : October 2019 - September 2020 = 100",103.3,0.17
"201912","CPIA","3","Index : October 2019 - September 2020 = 100",99.4,0.54
"201912","CPIA","4","Index : October 2019 - September 2020 = 100",100,1.27
"201912","CPIA","5","Index : October 2019 - September 2020 = 100",100.3,0.01
"201912","CPIA","6","Index : October 2019 - September 2020 = 100",100.1,0.46
"201912","CPIA","99","Index : October 2019 - September 2020 = 100",101.9,100
"201912","CPIA","8","Index : October 2019 - September 2020 = 100",104.2,1.36
"201912","CPIA","9","Index : October 2019 - September 2020 = 100",100.4,0.03
"201912","CPIA","10","Index : October 2019 - September 2020 = 100",99,0.11
"201912","CPIA","11","Index : October 2019 - September 2020 = 100",100.9,0.22
"201912","CPIA","12","Index : October 2019 - September 2020 = 100",101.3,4.52
"201912","CPIA","7","Index : October 2019 - September 2020 = 100",100,0.19
"202001","CPIA","12","Index : October 2019 - September 2020 = 100",101.5,4.52
"202001","CPIA","11","Index : October 2019 - September 2020 = 100",106.1,0.22
"202001","CPIA","10","Index : October 2019 - September 2020 = 100",99,0.11
"202001","CPIA","9","Index : October 2019 - September 2020 = 100",100.5,0.03
"202001","CPIA","7","Index : October 2019 - September 2020 = 100",100,0.19
"202001","CPIA","6","Index : October 2019 - September 2020 = 100",100,0.46
"202001","CPIA","99","Index : October 2019 - September 2020 = 100",95.6,100
"202001","CPIA","4","Index : October 2019 - September 2020 = 100",100,1.27
"202001","CPIA","3","Index : October 2019 - September 2020 = 100",99.3,0.54
"202001","CPIA","2","Index : October 2019 - September 2020 = 100",103.5,0.17
"202001","CPIA","1","Index : October 2019 - September 2020 = 100",97.1,0.16
"202001","CPIA","8","Index : October 2019 - September 2020 = 100",104.2,1.36
"202001","CPIA","5","Index : October 2019 - September 2020 = 100",100.3,0.01
"202002","CPIA","10","Index : October 2019 - September 2020 = 100",99.9,0.11
"202002","CPIA","11","Index : October 2019 - September 2020 = 100",100.8,0.22
"202002","CPIA","12","Index : October 2019 - September 2020 = 100",101.2,4.52
"202002","CPIA","99","Index : October 2019 - September 2020 = 100",101.9,100
"202002","CPIA","1","Index : October 2019 - September 2020 = 100",97.1,0.16
"202002","CPIA","8","Index : October 2019 - September 2020 = 100",104.2,1.36
"202002","CPIA","7","Index : October 2019 - September 2020 = 100",100,0.19
"202002","CPIA","6","Index : October 2019 - September 2020 = 100",100,0.46
"202002","CPIA","5","Index : October 2019 - September 2020 = 100",100.3,0.01
"202002","CPIA","4","Index : October 2019 - September 2020 = 100",100,1.27
"202002","CPIA","9","Index : October 2019 - September 2020 = 100",100.6,0.03
"202002","CPIA","2","Index : October 2019 - September 2020 = 100",101.7,0.17
"202002","CPIA","3","Index : October 2019 - September 2020 = 100",99.8,0.54
"202003","CPIA","99","Index : October 2019 - September 2020 = 100",101.8,100
"202003","CPIA","12","Index : October 2019 - September 2020 = 100",101.3,4.52
"202003","CPIA","11","Index : October 2019 - September 2020 = 100",101.2,0.22
"202003","CPIA","10","Index : October 2019 - September 2020 = 100",100.4,0.11
"202003","CPIA","9","Index : October 2019 - September 2020 = 100",100.6,0.03
"202003","CPIA","8","Index : October 2019 - September 2020 = 100",104.1,1.36
"202003","CPIA","7","Index : October 2019 - September 2020 = 100",100,0.19
"202003","CPIA","5","Index : October 2019 - September 2020 = 100",100.3,0.01
"202003","CPIA","6","Index : October 2019 - September 2020 = 100",99.8,0.46
"202003","CPIA","4","Index : October 2019 - September 2020 = 100",100,1.27
"202003","CPIA","3","Index : October 2019 - September 2020 = 100",99.8,0.54
"202003","CPIA","2","Index : October 2019 - September 2020 = 100",99.1,0.17
"202003","CPIA","1","Index : October 2019 - September 2020 = 100",102.2,0.16
"202004","CPIA","7","Index : October 2019 - September 2020 = 100",100,0.19
"202004","CPIA","6","Index : October 2019 - September 2020 = 100",100,0.46
"202004","CPIA","5","Index : October 2019 - September 2020 = 100",100.3,0.01
"202004","CPIA","4","Index : October 2019 - September 2020 = 100",100,1.27
"202004","CPIA","3","Index : October 2019 - September 2020 = 100",100,0.54
"202004","CPIA","2","Index : October 2019 - September 2020 = 100",95.4,0.17
"202004","CPIA","99","Index : October 2019 - September 2020 = 100",101.8,100
