"年月","关口","抵港或离港","人次"
"201810","LMCSL","DB",2271400
"201810","LMC","AV",1239717
"201810","LMC","DB",1122627
"201810","MKT","AV",200656
"201810","MKT","DB",171626
"201810","STK","AV",138430
"201810","STK","DB",132318
"201810","SZB","AV",1881248
"201810","SZB","DB",1941256
"201810","ERLWK","AV",829716
"201810","ERLWK","DB",780024
"201810","HKZMB","AV",184876
"201810","HKZMB","DB",200492
"201810","AIR","AV",2360316
"201810","AIR","DB",2108415
"201810","HARB","AV",2777
"201810","HARB","DB",2099
"201810","MFT","AV",597476
"201810","MFT","DB",747216
"201810","TMFT","AV",29433
"201810","TMFT","DB",28354
"201810","CFT","AV",260877
"201810","CFT","DB",284317
"201810","RTT","AV",0
"201810","RTT","DB",2
"201810","KTCT","AV",75077
"201810","KTCT","DB",76739
"201810","HHS","AV",129262
"201810","LWT","DB",3627027
"201811","TMFT","DB",25009
"201811","CFT","AV",212889
"201811","CFT","DB",230293
"201811","RTT","AV",0
"201811","RTT","DB",1
"201811","KTCT","AV",73623
"201811","KTCT","DB",72697
"201811","HHS","AV",112770
"201811","HHS","DB",107279
"201811","LWT","AV",3376285
"201811","LWT","DB",3464550
"201811","LMCSL","AV",2256254
"201811","LMCSL","DB",2176108
"201811","LMC","AV",1238751
"201811","LMC","DB",1106005
"201811","MKT","AV",189295
"201811","MKT","DB",164074
"201811","STK","AV",125323
"201811","STK","DB",120067
"201811","SZB","AV",1772729
"201811","SZB","DB",1829307
"201811","ERLWK","AV",754415
"201811","ERLWK","DB",713295
"201811","HKZMB","AV",1024233
"201811","HKZMB","DB",1190252
"201811","AIR","AV",2220623
"201811","AIR","DB",2140464
"201811","HARB","AV",3457
"201811","HARB","DB",2557
"201811","MFT","AV",520655
"201811","MFT","DB",568943
"201811","TMFT","AV",24774
"201812","SZB","DB",2028404
"201812","SZB","AV",1972321
"201812","ERLWK","DB",883864
"201812","HKZMB","AV",963082
"201812","HKZMB","DB",1254773
"201812","AIR","AV",2409955
"201812","AIR","DB",2387139
"201812","HARB","AV",2289
"201812","HARB","DB",1864
"201812","MFT","AV",570517
"201812","MFT","DB",586612
"201812","TMFT","AV",26898
"201812","TMFT","DB",26710
"201812","CFT","AV",241139
"201812","CFT","DB",245045
"201812","RTT","AV",0
"201812","RTT","DB",8
"201812","KTCT","AV",75858
"201812","KTCT","DB",75223
"201812","HHS","AV",121780
"201812","HHS","DB",119786
"201812","LWT","AV",3718614
"201812","LWT","DB",3848213
"201812","LMCSL","AV",2456058
"201812","LMCSL","DB",2368698
"201812","LMC","AV",1320486
"201812","LMC","DB",1123670
"201812","MKT","AV",193486
"201812","MKT","DB",159447
"201812","STK","AV",130241
"201812","STK","DB",123545
"201812","ERLWK","AV",932638
"201901","AIR","AV",2226759
"201901","AIR","DB",2234289
"201901","HARB","AV",2335
"201901","HARB","DB",1904
"201901","MFT","AV",474168
"201901","MFT","DB",478296
"201901","TMFT","AV",20522
"201901","TMFT","DB",20997
"201901","CFT","AV",203996
"201901","CFT","DB",215760
"201901","RTT","AV",4
"201901","RTT","DB",7
"201901","KTCT","AV",56646
"201901","KTCT","DB",53681
"201901","HHS","AV",119775
"201901","HHS","DB",117454
"201901","LWT","AV",3782236
"201901","LWT","DB",3875836
"201901","LMCSL","AV",2551337
"201901","LMCSL","DB",2448196
"201901","LMC","AV",1257216
"201901","LMC","DB",1122117
"201901","MKT","AV",219610
"201901","MKT","DB",187313
"201901","STK","AV",140843
"201901","STK","DB",128376
"201901","SZB","AV",2088460
"201901","SZB","DB",2060055
"201901","ERLWK","AV",876652
"201901","ERLWK","DB",805622
"201901","HKZMB","AV",740143
"201901","HKZMB","DB",905556
"201902","AIR","AV",2200227
"201902","AIR","DB",1933545
"201902","HARB","AV",1990
"201902","HARB","DB",1393
"201902","MFT","AV",512331
"201902","MFT","DB",506251
"201902","TMFT","AV",26225
"201902","TMFT","DB",27813
"201902","CFT","AV",206451
"201902","CFT","DB",228198
"201902","RTT","AV",3
"201902","RTT","DB",11
"201902","KTCT","AV",58232
"201902","KTCT","DB",59322
"201902","HHS","AV",114215
"201902","HHS","DB",115187
"201902","LWT","AV",3081001
"201902","LWT","DB",3183482
"201902","LMCSL","AV",1894924
"201902","LMCSL","DB",1875330
"201902","LMC","AV",972436
"201902","LMC","DB",927416
"201902","MKT","AV",141819
"201902","MKT","DB",125778
"201902","STK","AV",114304
"201902","STK","DB",109495
"201902","SZB","AV",1609583
"201902","SZB","DB",1661771
"201902","ERLWK","AV",887771
"201902","ERLWK","DB",873668
"201902","HKZMB","AV",976469
"201902","HKZMB","DB",1101895
"201903","AIR","AV",2231664
"201903","AIR","DB",2226402
"201903","HARB","AV",3047
"201903","HARB","DB",2042
"201903","MFT","AV",479152
"201903","MFT","DB",466218
"201903","TMFT","AV",22098
"201903","TMFT","DB",22088
"201903","CFT","AV",179747
"201903","CFT","DB",191542
"201903","RTT","AV",17
"201903","RTT","DB",2
"201903","KTCT","AV",87138
"201903","KTCT","DB",84393
"201903","HHS","AV",101752
"201903","HHS","DB",101968
"201903","LWT","AV",3534289
"201903","LWT","DB",3626527
"201903","LMCSL","AV",2377103
"201903","LMCSL","DB",2345645
"201903","LMC","AV",1259327
"201903","LMC","DB",1071798
"201903","MKT","AV",182598
"201903","MKT","DB",166704
"201903","STK","AV",128603
"201903","STK","DB",124451
"201903","SZB","AV",1786710
"201903","SZB","DB",1805799
"201903","ERLWK","AV",777665
"201903","ERLWK","DB",755833
"201903","HKZMB","AV",850716
"201903","HKZMB","DB",1101630
"201904","AIR","AV",2401705
"201904","AIR","DB",2363085
"201904","HARB","AV",2671
"201904","HARB","DB",2005
"201904","MFT","AV",509770
"201904","MFT","DB",487829
"201904","TMFT","AV",26074
"201904","TMFT","DB",25680
"201904","CFT","AV",189918
"201904","CFT","DB",206514
"201904","RTT","AV",0
"201904","RTT","DB",4
"201904","KTCT","AV",89400
"201904","KTCT","DB",84130
"201904","HHS","AV",122848
"201904","HHS","DB",124999
"201904","LWT","AV",3635272
"201904","LWT","DB",3722325
"201904","LMCSL","AV",2349740
"201904","LMCSL","DB",2318329
"201904","LMC","AV",1295117
"201904","LMC","DB",1066078
"201904","MKT","AV",177635
"201904","MKT","DB",147351
"201904","STK","AV",124277
"201904","STK","DB",121350
"201904","SZB","AV",1803342
"201904","SZB","DB",1767885
"201904","ERLWK","AV",903538
"201904","ERLWK","DB",853986
"201904","HKZMB","AV",950688
"201904","HKZMB","DB",1225994
"201905","AIR","AV",2240168
"201905","AIR","DB",2210495
"201905","HARB","AV",2477
"201905","HARB","DB",2226
"201905","MFT","AV",464711
"201905","MFT","DB",450799
"201905","TMFT","AV",19547
"201905","TMFT","DB",20291
"201905","CFT","AV",161804
"201905","CFT","DB",176952
"201905","RTT","AV",5
"201905","RTT","DB",10
"201905","KTCT","AV",64443
"201905","KTCT","DB",63009
"201905","HHS","AV",101093
"201905","HHS","DB",102245
"201905","LWT","AV",3574510
"201905","LWT","DB",3704383
"201905","LMCSL","AV",2445456
"201905","LMCSL","DB",2407432
"201905","LMC","AV",1169262
"201905","LMC","DB",1061120
"201905","MKT","AV",194196
"201905","MKT","DB",162772
"201905","STK","AV",122481
"201905","STK","DB",117371
"201905","SZB","AV",1765119
"201905","SZB","DB",1784222
"201905","ERLWK","AV",849921
"201905","ERLWK","DB",807236
"201905","HKZMB","AV",826791
"201905","HKZMB","DB",1030813
"201906","AIR","AV",2236876
"201906","AIR","DB",2234341
"201906","HARB","AV",2233
"201906","HARB","DB",1954
"201906","MFT","AV",443762
"201906","MFT","DB",449428
"201906","TMFT","AV",20273
"201906","TMFT","DB",21736
"201906","CFT","AV",148383
"201906","CFT","DB",166936
"201906","RTT","AV",6
"201906","RTT","DB",3
"201906","KTCT","AV",61483
"201906","KTCT","DB",60503
"201906","HHS","AV",88096
"201906","HHS","DB",92383
"201906","LWT","AV",3370133
"201906","LWT","DB",3579603
"201906","LMCSL","AV",2251056
"201906","LMCSL","DB",2254844
"201906","LMC","AV",1083431
"201906","LMC","DB",988042
"201906","MKT","AV",162124
"201906","MKT","DB",145357
"201906","STK","AV",112450
"201906","STK","DB",111635
"201906","SZB","AV",1627802
"201906","SZB","DB",1685961
"201906","ERLWK","AV",731483
"201906","ERLWK","DB",742466
"201906","HKZMB","AV",732915
"201906","HKZMB","DB",923457
"201907","AIR","AV",2292379
"201907","AIR","DB",2316373
"201907","HARB","AV",2230
"201907","HARB","DB",1810
"201907","MFT","AV",447150
"201907","MFT","DB",434942
"201907","TMFT","AV",22405
"201907","TMFT","DB",21668
"201907","CFT","AV",159878
"201907","CFT","DB",168766
"201907","RTT","AV",4
"201907","RTT","DB",0
"201907","KTCT","AV",82246
"201907","KTCT","DB",80032
"201907","HHS","AV",90696
"201907","HHS","DB",91296
"201907","LWT","AV",3411465
"201907","LWT","DB",3446839
"201907","LMCSL","AV",2155411
"201907","LMCSL","DB",2062716
"201907","LMC","AV",1163222
"201907","LMC","DB",1009407
"201907","MKT","AV",137233
"201907","MKT","DB",120342
"201907","STK","AV",109755
"201907","STK","DB",103393
"201907","SZB","AV",1599726
"201907","SZB","DB",1549782
"201907","ERLWK","AV",804246
"201907","ERLWK","DB",764586
"201907","HKZMB","AV",830929
"201907","HKZMB","DB",995176
"201908","AIR","AV",2102621
"201908","AIR","DB",1869406
"201908","HARB","AV",3508
"201908","HARB","DB",1712
"201908","MFT","AV",397756
"201908","MFT","DB",400906
"201908","TMFT","AV",24582
"201908","TMFT","DB",24561
"201908","CFT","AV",127315
"201908","CFT","DB",135110
"201908","RTT","AV",3
"201908","RTT","DB",3
"201908","KTCT","AV",77274
"201908","KTCT","DB",80967
"201908","HHS","AV",70652
"201908","HHS","DB",72549
"201908","LWT","AV",3005628
"201908","LWT","DB",3090477
"201908","LMCSL","AV",1817144
"201908","LMCSL","DB",1761502
"201908","LMC","AV",948966
"201908","LMC","DB",898123
"201908","MKT","AV",103853
"201908","MKT","DB",92919
"201908","STK","AV",92512
"201908","STK","DB",89445
"201908","SZB","AV",1320408
"201908","SZB","DB",1327320
"201908","ERLWK","AV",588854
"201908","ERLWK","DB",577469
"201908","HKZMB","AV",667112
"201908","HKZMB","DB",786489
"201909","AIR","AV",1549602
"201909","AIR","DB",1581054
"201909","HARB","AV",1758
"201909","HARB","DB",1378
"201909","MFT","AV",347793
"201909","MFT","DB",350362
"201909","TMFT","AV",20528
"201909","TMFT","DB",18942
"201909","CFT","AV",105684
"201909","CFT","DB",106739
"201909","RTT","AV",2
"201909","RTT","DB",12
"201909","KTCT","AV",53106
"201909","KTCT","DB",51385
"201909","HHS","AV",54855
"201909","HHS","DB",56958
"201909","LWT","AV",3033421
"201909","LWT","DB",3107374
"201909","LMCSL","AV",1942531
"201909","LMCSL","DB",1887239
"201909","LMC","AV",864167
"201909","LMC","DB",808567
"201909","MKT","AV",143986
"201909","MKT","DB",132038
"201909","STK","AV",106472
"201909","STK","DB",102290
"201909","SZB","AV",1386532
"201909","SZB","DB",1345949
"201909","ERLWK","AV",461874
"201909","ERLWK","DB",455895
"201909","HKZMB","AV",509065
"201909","HKZMB","DB",537350
"201910","AIR","AV",1863917
"201910","AIR","DB",1666027
"201910","HARB","AV",2410
"201910","HARB","DB",1916
"201910","MFT","AV",335500
"201910","MFT","DB",341220
"201910","TMFT","AV",18968
"201910","TMFT","DB",18032
"201910","CFT","AV",117376
"201910","CFT","DB",118340
"201910","RTT","AV",6
"201910","RTT","DB",6
"201910","KTCT","AV",53938
"201910","KTCT","DB",54283
"201910","HHS","AV",50459
"201910","HHS","DB",55803
"201910","LWT","AV",2689012
"201910","LWT","DB",2771349
"201910","LMCSL","AV",1888908
"201910","LMCSL","DB",1857004
"201910","LMC","AV",1023906
"201910","LMC","DB",966288
"201910","MKT","AV",167818
"201910","MKT","DB",153275
"201910","STK","AV",107901
"201910","STK","DB",108214
"201910","SZB","AV",1426926
"201910","SZB","DB",1456276
"201910","ERLWK","AV",508355
"201910","ERLWK","DB",529677
"201910","HKZMB","AV",567990
"201910","HKZMB","DB",617071
"201911","HKZMB","AV",540527
"201911","HKZMB","DB",613983
"201911","ERLWK","AV",501458
"201911","SZB","DB",1355672
"201911","SZB","AV",1314845
"201911","STK","DB",99102
"201911","STK","AV",97884
"201911","MKT","DB",134155
"201911","MKT","AV",155397
"201911","LMC","DB",962076
"201911","LMC","AV",1048007
"201911","LMCSL","DB",1641464
"201911","LMCSL","AV",1637168
"201911","LWT","DB",2377728
"201911","LWT","AV",2234090
"201911","HHS","DB",21999
"201911","HHS","AV",21830
"201911","KTCT","DB",42996
"201911","KTCT","AV",40423
"201911","RTT","DB",7
"201911","RTT","AV",14
"201911","CFT","DB",102317
"201911","CFT","AV",101573
"201911","TMFT","DB",18561
"201911","TMFT","AV",19320
"201911","MFT","DB",330316
"201911","MFT","AV",315544
"201911","HARB","DB",1531
"201911","HARB","AV",2100
"201911","AIR","DB",1632439
"201911","AIR","AV",1635300
"201911","ERLWK","DB",542913
"201912","HKZMB","DB",725260
"201912","HKZMB","AV",665277
"201912","ERLWK","DB",575357
"201912","ERLWK","AV",555903
"201912","SZB","DB",1493413
"201912","SZB","AV",1502474
"201912","STK","DB",104710
"201912","STK","AV",104192
"201912","MKT","DB",126250
"201912","MKT","AV",144784
"201912","LMC","DB",879292
"201912","LMC","AV",956568
"201912","LMCSL","DB",1986636
"201912","LMCSL","AV",1999320
"201912","LWT","DB",3251842
"201912","LWT","AV",3145401
"201912","HHS","DB",52575
"201912","HHS","AV",47615
"201912","KTCT","DB",72816
"201912","KTCT","AV",74083
"201912","RTT","DB",2
"201912","RTT","AV",3
"201912","CFT","DB",118512
"201912","CFT","AV",122555
"201912","TMFT","DB",19376
"201912","TMFT","AV",20014
"201912","MFT","DB",381163
"201912","MFT","AV",372287
"201912","HARB","DB",1384
"201912","HARB","AV",3401
"201912","AIR","AV",1861650
"201912","AIR","DB",1887505
"202001","AIR","AV",1773248
"202001","AIR","DB",1835952
"202001","HARB","AV",3908
"202001","HARB","DB",1718
"202001","MFT","AV",299340
"202001","MFT","DB",298936
"202001","TMFT","AV",14269
"202001","TMFT","DB",14455
"202001","CFT","AV",101251
"202001","CFT","DB",95482
"202001","RTT","AV",8
"202001","RTT","DB",4
"202001","KTCT","AV",61111
"202001","KTCT","DB",63020
"202001","HHS","AV",52782
"202001","HHS","DB",55755
"202001","LWT","AV",2632424
"202001","LWT","DB",2713012
"202001","LMCSL","AV",1714302
"202001","LMCSL","DB",1670926
"202001","LMC","AV",816562
"202001","LMC","DB",751570
"202001","MKT","AV",129450
"202001","MKT","DB",113752
"202001","STK","AV",98318
"202001","STK","DB",92728
"202001","SZB","AV",1372622
"202001","SZB","DB",1313629
"202001","ERLWK","AV",479284
"202001","ERLWK","DB",496613
"202001","HKZMB","AV",526548
"202001","HKZMB","DB",532432
"202002","HHS","AV",0
"202002","HHS","DB",0
"202002","LWT","AV",67663
"202002","LWT","DB",42794
"202002","LMCSL","AV",52581
"202002","LMCSL","DB",35561
"202002","LMC","AV",31834
"202002","LMC","DB",21191
"202002","MKT","AV",0
"202002","MKT","DB",0
"202002","STK","AV",0
"202002","STK","DB",0
"202002","SZB","AV",206058
"202002","SZB","DB",165493
"202002","ERLWK","AV",0
"202002","ERLWK","DB",0
"202002","HKZMB","AV",103946
"202002","HKZMB","DB",101354
"202002","AIR","AV",664773
"202002","AIR","DB",542736
"202002","HARB","AV",1590
"202002","HARB","DB",673
"202002","MFT","AV",11606
"202002","MFT","DB",11022
"202002","TMFT","AV",0
"202002","TMFT","DB",0
"202002","CFT","AV",0
"202002","CFT","DB",0
"202002","RTT","AV",0
"202002","RTT","DB",1
"202002","KTCT","AV",6781
"202002","KTCT","DB",4952
"202003","AIR","AV",264275
"202003","AIR","DB",129600
"202003","HARB","AV",1930
"202003","HARB","DB",1006
"202003","MFT","AV",0
"202003","MFT","DB",0
"202003","TMFT","AV",0
"202003","TMFT","DB",0
"202003","CFT","AV",0
"202003","CFT","DB",0
"202003","RTT","AV",3
"202003","RTT","DB",1
"202003","KTCT","AV",0
"202003","KTCT","DB",0
"202003","HHS","AV",0
"202003","HHS","DB",0
"202003","LWT","AV",0
"202003","LWT","DB",0
"202003","LMCSL","AV",0
"202003","LMCSL","DB",0
"202003","LMC","AV",0
"202003","LMC","DB",0
"202003","MKT","AV",0
"202003","MKT","DB",0
"202003","STK","AV",0
"202003","STK","DB",0
"202003","SZB","AV",46202
"202003","SZB","DB",81446
"202003","ERLWK","AV",0
"202003","ERLWK","DB",0
"202003","HKZMB","AV",152887
"202003","HKZMB","DB",162244
"202004","HHS","AV",0
"202004","HHS","DB",0
"202004","LWT","AV",0
"202004","LWT","DB",0
"202004","LMCSL","AV",0
"202004","LMCSL","DB",0
"202004","LMC","AV",0
"202004","LMC","DB",0
"202004","MKT","AV",0
"202004","MKT","DB",0
"202004","STK","AV",0
"202004","STK","DB",0
"202004","SZB","AV",18489
"202004","SZB","DB",10810
"202004","ERLWK","AV",0
"202004","ERLWK","DB",0
"202004","HKZMB","AV",1432
"202004","HKZMB","DB",993
"202004","AIR","AV",18365
"202004","AIR","DB",10704
"202004","HARB","AV",660
"202004","HARB","DB",485
"202004","MFT","AV",0
"202004","MFT","DB",0
"202004","TMFT","AV",0
"202004","TMFT","DB",0
"202004","CFT","AV",0
"202004","CFT","DB",0
"202004","RTT","AV",0
"202004","RTT","DB",0
"202004","KTCT","AV",0
"202004","KTCT","DB",0
"202005","AIR","AV",23764
"202005","AIR","DB",10300
"202005","HARB","AV",857
"202005","HARB","DB",903
"202005","MFT","AV",0
"202005","MFT","DB",0
"202005","TMFT","AV",0
"202005","TMFT","DB",0
"202005","CFT","AV",0
"202005","CFT","DB",0
"202005","RTT","AV",0
"202005","RTT","DB",0
"202005","KTCT","AV",0
"202005","KTCT","DB",0
"202005","HHS","AV",0
"202005","HHS","DB",0
"202005","LWT","AV",0
"202005","LWT","DB",0
"202005","LMCSL","AV",0
"202005","LMCSL","DB",0
"202005","LMC","AV",0
"202005","LMC","DB",0
"202005","MKT","AV",0
"202005","MKT","DB",0
"202005","STK","AV",0
"202005","STK","DB",0
"202005","SZB","AV",38637
"202005","SZB","DB",9933
"202005","ERLWK","AV",0
"202005","ERLWK","DB",0
"202005","HKZMB","AV",3118
"202005","HKZMB","DB",947
"202006","HKZMB","AV",2484
"202006","HKZMB","DB",2094
"202006","RTT","AV",0
"202006","CFT","DB",0
"202006","CFT","AV",0
"202006","TMFT","DB",0
"202006","TMFT","AV",0
"202006","MFT","DB",0
"202006","MFT","AV",0
"202006","HARB","DB",2687
"202006","HARB","AV",3422
"202006","AIR","DB",19462
"202006","AIR","AV",31853
"202006","ERLWK","DB",0
"202006","ERLWK","AV",0
"202006","SZB","DB",22185
"202006","SZB","AV",38044
"202006","STK","DB",0
"202006","STK","AV",0
"202006","MKT","DB",0
"202006","MKT","AV",0
"202006","LMC","DB",0
"202006","LMC","AV",0
"202006","LMCSL","DB",13911
"202006","LMCSL","AV",13911
"202006","LWT","DB",0
"202006","LWT","AV",0
"202006","HHS","DB",0
"202006","HHS","AV",0
"202006","KTCT","DB",0
"202006","KTCT","AV",0
"202006","RTT","DB",5
"202007","HKZMB","DB",8229
"202007","HKZMB","AV",2418
"202007","ERLWK","DB",0
"202007","ERLWK","AV",0
"202007","SZB","DB",50782
"202007","SZB","AV",25545
"202007","STK","DB",0
"202007","STK","AV",0
"202007","MKT","DB",0
"202007","MKT","AV",0
"202007","LMC","DB",0
"202007","LMC","AV",0
"202007","LMCSL","DB",7775
"202007","LMCSL","AV",7775
"202007","LWT","DB",0
"202007","LWT","AV",0
"202007","HHS","DB",0
"202007","HHS","AV",0
"202007","KTCT","DB",0
"202007","KTCT","AV",0
"202007","RTT","DB",5
"202007","RTT","AV",9
"202007","CFT","DB",0
"202007","CFT","AV",0
"202007","TMFT","DB",0
"202007","TMFT","AV",0
"202007","MFT","DB",0
"202007","MFT","AV",0
"202007","HARB","DB",7750
"202007","HARB","AV",7967
"202007","AIR","AV",34852
"202007","AIR","DB",42496
"202008","HKZMB","AV",2068
"202008","HKZMB","DB",5491
"202008","HYW","AV",0
"202008","HYW","DB",0
"202008","AIR","AV",21442
"202008","AIR","DB",46245
"202008","HARB","AV",1735
"202008","HARB","DB",1448
"202008","MFT","AV",0
"202008","MFT","DB",0
"202008","TMFT","AV",0
"202008","TMFT","DB",0
"202008","CFT","AV",0
"202008","CFT","DB",0
"202008","RTT","AV",0
"202008","RTT","DB",0
"202008","KTCT","AV",0
"202008","KTCT","DB",0
"202008","HHS","AV",0
"202008","HHS","DB",0
"202008","LWT","AV",0
"202008","LWT","DB",0
"202008","LMCSL","AV",0
"202008","LMCSL","DB",0
"202008","LMC","AV",0
"202008","LMC","DB",0
"202008","MKT","AV",0
"202008","MKT","DB",0
"202008","STK","AV",0
"202008","STK","DB",0
"202008","SZB","AV",20027
"202008","SZB","DB",28884
"202008","ERLWK","AV",0
"202008","ERLWK","DB",0
"202009","STK","AV",0
"202009","ERLWK","DB",0
"202009","SZB","AV",47870
"202009","SZB","DB",17832
"202009","HKZMB","AV",3734
"202009","HKZMB","DB",3608
"202009","HYW","AV",0
"202009","HYW","DB",0
"202009","AIR","AV",30371
"202009","AIR","DB",42690
"202009","HARB","AV",1427
"202009","HARB","DB",1346
"202009","MFT","AV",0
"202009","MFT","DB",0
"202009","TMFT","AV",0
"202009","TMFT","DB",0
"202009","CFT","AV",0
"202009","CFT","DB",0
"202009","RTT","AV",0
"202009","RTT","DB",5
"202009","KTCT","AV",0
"202009","KTCT","DB",0
"202009","HHS","AV",0
"202009","HHS","DB",0
"202009","LWT","AV",0
"202009","LWT","DB",0
"202009","LMCSL","AV",0
"202009","LMCSL","DB",0
"202009","LMC","AV",0
"202009","LMC","DB",0
"202009","MKT","AV",0
"202009","MKT","DB",0
"202009","ERLWK","AV",0
"202009","STK","DB",0
"202010","STK","AV",0
"202010","MKT","DB",0
"202010","SZB","AV",32486
"202010","SZB","DB",22415
"202010","ERLWK","AV",0
"202010","ERLWK","DB",0
"202010","HKZMB","AV",2521
"202010","HKZMB","DB",3797
"202010","HYW","AV",0
"202010","HYW","DB",0
"202010","AIR","AV",24957
"202010","AIR","DB",28657
"202010","HARB","AV",1166
"202010","HARB","DB",890
"202010","MFT","AV",0
"202010","MFT","DB",0
"202010","TMFT","AV",0
"202010","TMFT","DB",0
"202010","CFT","AV",0
"202010","CFT","DB",0
"202010","RTT","AV",1
"202010","RTT","DB",0
"202010","KTCT","AV",0
"202010","KTCT","DB",0
"202010","HHS","AV",0
"202010","HHS","DB",0
"202010","LWT","AV",0
"202010","LWT","DB",0
"202010","LMCSL","AV",0
"202010","LMCSL","DB",0
"202010","LMC","AV",0
"202010","LMC","DB",0
"202010","MKT","AV",0
"202010","STK","DB",0
"202011","AIR","AV",26668
"202011","HYW","DB",0
"202011","HARB","AV",1035
"202011","HARB","DB",864
"202011","MFT","AV",0
"202011","MFT","DB",0
"202011","TMFT","AV",0
"202011","TMFT","DB",0
"202011","CFT","AV",0
"202011","CFT","DB",0
"202011","RTT","AV",0
"202011","RTT","DB",0
"202011","KTCT","AV",0
"202011","KTCT","DB",0
"202011","HHS","AV",0
"202011","HHS","DB",0
"202011","LWT","AV",0
"202011","LWT","DB",0
"202011","LMCSL","AV",0
"202011","LMCSL","DB",0
"202011","LMC","AV",0
"202011","LMC","DB",0
"202011","MKT","AV",0
"202011","MKT","DB",0
"202011","STK","AV",0
"202011","STK","DB",0
"202011","SZB","AV",27697
"202011","SZB","DB",26526
"202011","ERLWK","AV",0
"202011","ERLWK","DB",0
"202011","HKZMB","AV",2688
"202011","HKZMB","DB",4654
"202011","HYW","AV",0
"202011","AIR","DB",25730
"202012","TMFT","AV",0
"202012","TMFT","DB",0
"202012","CFT","AV",0
"202012","CFT","DB",0
"202012","RTT","AV",0
"202012","RTT","DB",0
"202012","KTCT","AV",0
"202012","KTCT","DB",0
"202012","HHS","AV",0
"202012","HHS","DB",0
"202012","LWT","AV",0
"202012","LWT","DB",0
"202012","LMCSL","AV",0
"202012","LMCSL","DB",0
"202012","LMC","AV",0
"202012","LMC","DB",0
"202012","MKT","AV",0
"202012","MKT","DB",0
"202012","STK","AV",0
"202012","STK","DB",0
"202012","SZB","AV",25569
"202012","SZB","DB",64564
"202012","ERLWK","AV",0
"202012","ERLWK","DB",0
"202012","HKZMB","AV",3267
"202012","HKZMB","DB",8599
"202012","HYW","AV",0
"202012","HYW","DB",0
"202012","AIR","AV",23160
"202012","AIR","DB",36765
"202012","HARB","AV",1216
"202012","HARB","DB",1288
"202012","MFT","AV",0
"202012","MFT","DB",0
"202101","AIR","AV",17405
"202101","AIR","DB",29376
"202101","HARB","AV",876
"202101","HARB","DB",748
"202101","MFT","AV",0
"202101","MFT","DB",0
"202101","TMFT","AV",0
"202101","TMFT","DB",0
"202101","CFT","AV",0
"202101","CFT","DB",0
"202101","RTT","AV",0
"202101","RTT","DB",0
"202101","KTCT","AV",0
"202101","KTCT","DB",0
"202101","HHS","AV",0
"202101","HHS","DB",0
"202101","LWT","AV",0
"202101","LWT","DB",0
"202101","LMCSL","AV",0
"202101","LMCSL","DB",0
"202101","LMC","AV",0
"202101","LMC","DB",0
"202101","MKT","AV",0
"202101","MKT","DB",0
"202101","STK","AV",0
"202101","STK","DB",0
"202101","SZB","AV",32105
"202101","SZB","DB",46957
"202101","ERLWK","AV",0
"202101","ERLWK","DB",0
"202101","HKZMB","AV",3386
"202101","HKZMB","DB",6162
"202101","HYW","AV",0
"202101","HYW","DB",0
"202102","LWT","AV",0
"202102","LWT","DB",0
"202102","LMCSL","AV",0
"202102","LMCSL","DB",0
"202102","LMC","AV",0
"202102","LMC","DB",0
"202102","MKT","AV",0
"202102","MKT","DB",0
"202102","STK","AV",0
"202102","STK","DB",0
"202102","SZB","AV",52399
"202102","SZB","DB",17248
"202102","ERLWK","AV",0
"202102","ERLWK","DB",0
"202102","HKZMB","AV",5397
"202102","HKZMB","DB",3479
"202102","HYW","AV",0
"202102","HYW","DB",0
"202102","AIR","AV",13875
"202102","AIR","DB",18764
"202102","HARB","AV",829
"202102","HARB","DB",640
"202102","MFT","AV",0
"202102","MFT","DB",0
"202102","TMFT","AV",0
"202102","TMFT","DB",0
"202102","CFT","AV",0
"202102","CFT","DB",0
"202102","RTT","AV",0
"202102","RTT","DB",0
"202102","KTCT","AV",0
"202102","KTCT","DB",0
"202102","HHS","AV",0
"202102","HHS","DB",0
"202103","ERLWK","AV",0
"202103","ERLWK","DB",0
"202103","HKZMB","AV",3691
"202103","HKZMB","DB",4040
"202103","HYW","AV",0
"202103","HYW","DB",0
"202103","AIR","AV",14265
"202103","AIR","DB",22625
"202103","HARB","AV",1029
"202103","HARB","DB",882
"202103","MFT","AV",0
"202103","MFT","DB",0
"202103","TMFT","AV",0
"202103","TMFT","DB",0
"202103","CFT","AV",0
"202103","CFT","DB",0
"202103","RTT","AV",0
"202103","RTT","DB",0
"202103","KTCT","AV",0
"202103","KTCT","DB",0
"202103","HHS","AV",0
"202103","HHS","DB",0
"202103","LWT","AV",0
"202103","LWT","DB",0
"202103","LMCSL","AV",0
"202103","LMCSL","DB",0
"202103","LMC","AV",0
"202103","LMC","DB",0
"202103","MKT","AV",0
"202103","MKT","DB",0
"202103","STK","AV",0
"202103","STK","DB",0
"202103","SZB","AV",44794
"202103","SZB","DB",23124
"202104","AIR","AV",12909
"202104","AIR","DB",23269
"202104","HARB","AV",958
"202104","HARB","DB",821
"202104","MFT","AV",0
"202104","MFT","DB",0
"202104","TMFT","AV",0
"202104","TMFT","DB",0
"202104","CFT","AV",0
"202104","CFT","DB",0
"202104","RTT","AV",0
"202104","RTT","DB",0
"202104","KTCT","AV",0
